original_contract_id,current_item_id,department_name,vendor,contract_structure_type,short_desc,start_dt,end_dt,days_remaining,contract_amount,tot_payments,orig_vendor,exempt_status,adv_or_exempt,profit_status
MPXX15000119,MPXX15000119,DIVISION OF TECHNOLOGY,Bogom Computer Solutions,Miscellaneous Order,Lotus Notes Support,7/16/2014,6/30/2015,273,"5,000.00", -   ,Bogom Computer Solutions,102,EXEMPT,For Profit
MPXX15000168,MPXX15000168,DIVISION OF TECHNOLOGY,Bogom Computer Solutions,Miscellaneous Order,Lotus Notes Support-Water,7/1/2014,6/30/2015,273,"10,000.00", -   ,Bogom Computer Solutions,102,EXEMPT,For Profit
1320732,132073202,DIVISION OF TECHNOLOGY,"CBG Communications, Inc.",General Consultant Services,Cable TV Consulting,3/1/2014,2/28/2015,151,"221,415.00", -   ,"CBG Communications, Inc.",1,ADVERTISED,For Profit
1120569,112056903,DIVISION OF TECHNOLOGY,CDI IT Solutions,Computer and Information Svcs,Staff Augmentation,11/30/2012,11/29/2014,60,"850,000.00","580,383.39",CDI IT Solutions,1,ADVERTISED,For Profit
1420233,1420233,DIVISION OF TECHNOLOGY,Cellco Partnership d/b/a Verizon Wireless,Computer and Information Svcs,Public Safety Mobile Svcs,9/1/2013,8/31/2014,0,"1,300,000.00","1,137,863.41",Cellco Partnership d/b/a Verizon Wireless,1,ADVERTISED,For Profit
1420505,1420505,DIVISION OF TECHNOLOGY,Ciber Corporation,Computer and Information Svcs,Workforce Management Syst,6/6/2014,6/5/2018,1344,"14,757,802.00","279,000.00",Ciber Corporation,1,ADVERTISED,For Profit
1320559,132055901,DIVISION OF TECHNOLOGY,"Ciright Automation, LLC",Computer and Information Svcs,Youth Violence Reduction,12/1/2013,11/30/2014,61,"48,900.00", -   ,"Ciright Automation, LLC",1,ADVERTISED,For Profit
1120375,112037503,DIVISION OF TECHNOLOGY,"Cogsdale Holdings, Ltd",Computer and Information Svcs,FAMIS/Performance Exec,12/1/2013,11/30/2014,61,"122,640.00","122,640.00","Cogsdale Holdings, Ltd",1,ADVERTISED,For Profit
1320681,1320681,DIVISION OF TECHNOLOGY,"Computronix (U.S.A.), Inc.",Computer and Information Svcs,eClipse Project,4/1/2013,3/31/2016,548,"4,118,758.00","689,273.15","Computronix (U.S.A.), Inc.",1,ADVERTISED,For Profit
MPXX15000118,MPXX15000118,DIVISION OF TECHNOLOGY,"Cuskey, Ipsen & McCall Consultants, Inc.",Miscellaneous Order,Support ISIS & BMIS App,7/16/2014,6/30/2015,273,"15,000.00", -   ,"Cuskey, Ipsen & McCall Consultants, Inc.",102,EXEMPT,For Profit
1020548,102054805,DIVISION OF TECHNOLOGY,Decisive Business Systems,Computer and Information Svcs,Project Management Supprt,2/12/2014,8/11/2014,0,"65,000.00", -   ,Decisive Business Systems,1,ADVERTISED,For Profit
1020614,102061404,DIVISION OF TECHNOLOGY,"EIS Technologies, Inc",Computer and Information Svcs,Report Writer for Oracle,6/1/2014,9/30/2014,0,"18,900.00","18,900.00","EIS Technologies, Inc",1,ADVERTISED,For Profit
1220311,122031102,DIVISION OF TECHNOLOGY,"Electec, Incorporated",Computer and Information Svcs,Voting System Upgrade,8/15/2013,8/14/2014,0,"389,650.00","389,650.00","Electec, Incorporated",1,ADVERTISED,For Profit
1120221,112022104,DIVISION OF TECHNOLOGY,Engility Corporation,Computer and Information Svcs,IT Network Security,8/17/2013,8/16/2014,0,"629,340.00","381,301.00",Engility Corporation,1,ADVERTISED,For Profit
1320566,132056602,DIVISION OF TECHNOLOGY,Engility Corporation,Computer and Information Svcs,Computer Forensic Invest,12/15/2013,12/14/2014,75,"200,000.00", -   ,Engility Corporation,1,ADVERTISED,For Profit
1120467,112046706,DIVISION OF TECHNOLOGY,Equinoxys Inc,Computer and Information Svcs,Oracle HRIS Consulting,11/1/2013,2/3/2015,126,"530,000.00","518,879.25",Equinoxys Inc,1,ADVERTISED,For Profit
1020486,102048605,DIVISION OF TECHNOLOGY,"Essential Management Solutions, LLC",General Consultant Services,911 Wireline Plan Mgmt,4/1/2014,9/30/2014,0,"241,000.00","63,377.00","Essential Management Solutions, LLC",1,ADVERTISED,For Profit
1320598,1320598,DIVISION OF TECHNOLOGY,"Fairfax Imaging, Inc.",Computer and Information Svcs,New Cashiering System,6/30/2013,12/31/2014,92,"1,371,072.00","866,621.52","Fairfax Imaging, Inc.",1,ADVERTISED,For Profit
1120600,112060004,DIVISION OF TECHNOLOGY,Gartner Inc.,Computer and Information Svcs,Research and Advisory Svc,5/6/2014,5/5/2015,217,"155,800.00","15,000.00",Gartner Inc.,1,ADVERTISED,For Profit
1120443,112044303,DIVISION OF TECHNOLOGY,"Information Consulting Services of Delaware Valley, Inc",Computer and Information Svcs,Basis2 Management Svcs,1/25/2014,1/24/2015,116,"375,000.00","70,804.00","Information Consulting Services of Delaware Valley, Inc",1,ADVERTISED,For Profit
1320591,132059101,DIVISION OF TECHNOLOGY,"Information Services Partner, Inc.",Computer and Information Svcs,TIPS Prog & Consulting,2/1/2014,1/31/2015,123,"621,211.20","165,091.95","Information Services Partner, Inc.",1,ADVERTISED,For Profit
1420291,1420291,DIVISION OF TECHNOLOGY,"Information Services Partner, Inc.",Computer and Information Svcs,Basis2 Prog & Consulting,12/1/2013,11/30/2014,61,"289,170.00","223,671.00","Information Services Partner, Inc.",1,ADVERTISED,For Profit
1420384,1420384,DIVISION OF TECHNOLOGY,"Information Services Partner, Inc.",Computer and Information Svcs,ACIS/eContract Maintenanc,1/1/2014,12/31/2014,92,"247,542.00","115,500.00","Information Services Partner, Inc.",1,ADVERTISED,For Profit
1120648,112064803,DIVISION OF TECHNOLOGY,"Integrated Bank Technology, Inc.",Computer and Information Svcs,Cashiering System Support,6/19/2014,6/18/2015,261,"175,000.00", -   ,"Integrated Bank Technology, Inc.",1,ADVERTISED,For Profit
1220176,122017602,DIVISION OF TECHNOLOGY,J & B Software,Computer and Information Svcs,Transaction Mgmt System,7/28/2013,7/27/2014,0,"68,506.00","68,506.00",J & B Software,1,ADVERTISED,For Profit
1220176,122017603,DIVISION OF TECHNOLOGY,J & B Software,Computer and Information Svcs,Ttransaction Mgmt System,7/28/2014,7/27/2015,300,"35,547.00","21,992.79",J & B Software,1,ADVERTISED,For Profit
1120572,112057204,DIVISION OF TECHNOLOGY,"Keystone Computer Associates, Inc.",Computer and Information Svcs,Staff Augmentation,9/1/2013,11/29/2014,60,"850,000.00","473,280.00","Keystone Computer Associates, Inc.",1,ADVERTISED,For Profit
1020384,102038406,DIVISION OF TECHNOLOGY,Knowledge Solutions International,Computer and Information Svcs,Citywide IT Training,5/2/2014,9/30/2014,0, -   , -   ,Knowledge Solutions International,1,ADVERTISED,For Profit
1120434,112043403,DIVISION OF TECHNOLOGY,LockWorks LLC,Computer and Information Svcs,Lock and Track,7/1/2013,12/31/2014,92,"309,000.00","149,000.00",LockWorks LLC,1,ADVERTISED,For Profit
1120573,112057305,DIVISION OF TECHNOLOGY,M F R Consultants Inc.,Computer and Information Svcs,Staff Augmentation,9/1/2013,11/29/2014,60,"750,000.00","253,891.00",M F R Consultants Inc.,1,ADVERTISED,For Profit
1220427,122042704,DIVISION OF TECHNOLOGY,"MetaSource, LLC",Computer and Information Svcs,City Scanning Services,3/1/2014,2/28/2015,151,"555,000.00","93,511.23","MetaSource, LLC",1,ADVERTISED,For Profit
1420444,1420444,DIVISION OF TECHNOLOGY,"Michael Anthony Associates, Inc.",Computer and Information Svcs,Pension Staff Augmentatio,5/1/2014,4/30/2015,212,"225,000.00","87,532.50","Michael Anthony Associates, Inc.",1,ADVERTISED,For Profit
1120574,112057405,DIVISION OF TECHNOLOGY,Modis,Computer and Information Svcs,Staff Augmentation,9/1/2013,11/29/2014,60,"850,000.00","424,663.45",Ajilon LLC dba Ajilon Consulting,1,ADVERTISED,For Profit
1420351,1420351,DIVISION OF TECHNOLOGY,Official Payments Corp.,Computer and Information Svcs,ePay Processing System,12/1/2013,11/30/2014,61, -   , -   ,Official Payments Corp.,1,ADVERTISED,For Profit
1020351,102035105,DIVISION OF TECHNOLOGY,OnLine Consulting,Computer and Information Svcs,Citywide IT Training,4/13/2014,8/31/2014,0, -   ,"10,885.50",OnLine Consulting,1,ADVERTISED,For Profit
1220400,122040002,DIVISION OF TECHNOLOGY,"POWER Engineers, Inc.",Computer and Information Svcs,Consult Svc Urban Foresty,1/9/2014,1/8/2015,100, -   , -   ,"POWER Engineers, Inc.",1,ADVERTISED,For Profit
1120444,112044403,DIVISION OF TECHNOLOGY,Peripheral Systems Inc.,Computer and Information Svcs,Basis2 Documentation,1/25/2014,1/24/2015,116,"65,000.00","10,095.05",Peripheral Systems Inc.,1,ADVERTISED,For Profit
MPXX15000200,MPXX15000200,DIVISION OF TECHNOLOGY,Peripheral Systems Inc.,Miscellaneous Order,Combined Campaign,7/1/2014,6/30/2015,273,"15,000.00", -   ,Peripheral Systems Inc.,102,EXEMPT,For Profit
1220457,122045702,DIVISION OF TECHNOLOGY,Pictometry International Corp.,Computer and Information Svcs,Oblique,3/1/2014,2/28/2015,151,"115,695.00","12,607.00",Pictometry International Corp.,1,ADVERTISED,For Profit
1420261,1420261,DIVISION OF TECHNOLOGY,Priority Dispatch Corp,Computer and Information Svcs,EMS/911 Call Priorities,8/12/2013,8/11/2014,0,"447,335.00","247,108.00",Priority Dispatch Corp,1,ADVERTISED,For Profit
1120395,112039503,DIVISION OF TECHNOLOGY,Prophecy Americas Inc,Computer and Information Svcs,Basis2 Maintenance,12/10/2013,12/9/2014,70,"390,000.00","390,000.00",Prophecy Americas Inc,1,ADVERTISED,For Profit
1120442,112044203,DIVISION OF TECHNOLOGY,Prophecy Americas Inc,Computer and Information Svcs,Basis2 Software Consultin,1/25/2014,1/24/2015,116, -   , -   ,Prophecy Americas Inc,1,ADVERTISED,For Profit
1120271,112027103,DIVISION OF TECHNOLOGY,Quality Systems International Corp. (QSI),Computer and Information Svcs,Lab Info Mgmt System,8/1/2013,7/31/2014,0,"36,100.00","158,600.00",Quality Systems International Corp. (QSI),1,ADVERTISED,For Profit
1020487,102048705,DIVISION OF TECHNOLOGY,"RCC Consultants, Inc.",General Consultant Services,800 MHz Planning & Mgmt,1/1/2014,9/30/2014,0,"45,000.00", -   ,"RCC Consultants, Inc.",1,ADVERTISED,For Profit
1020506,102050605,DIVISION OF TECHNOLOGY,"RCI Technologies, Inc",Computer and Information Svcs,CAD Project Mgmt.,1/1/2014,9/30/2014,0,"143,640.00", -   ,"RCI Technologies, Inc",1,ADVERTISED,For Profit
MPXX15000117,MPXX15000117,DIVISION OF TECHNOLOGY,Route Smart Technologies,Miscellaneous Order,Software Support,7/16/2014,6/30/2015,273,"12,985.00","12,985.00",Route Smart Technologies,102,EXEMPT,For Profit
1120626,112062605,DIVISION OF TECHNOLOGY,Smart Information Management Systems Inc.,Computer and Information Svcs,Staff Augmentation,9/1/2013,11/29/2014,60,"950,000.00","138,828.00",Smart Information Management Systems Inc.,1,ADVERTISED,For Profit
1220388,122038802,DIVISION OF TECHNOLOGY,"Software AG USA, Inc.",Computer and Information Svcs,Software AG Technical Svc,1/1/2014,12/31/2014,92,"448,026.35","448,026.35","Software AG USA, Inc.",1,ADVERTISED,For Profit
1320761,132076101,DIVISION OF TECHNOLOGY,Spider Networks Inc,Computer and Information Svcs,Basis2 SW Consulting,6/5/2014,6/4/2015,247,"210,000.00","35,088.00",Spider Networks Inc,1,ADVERTISED,For Profit
1120614,112061403,DIVISION OF TECHNOLOGY,Starpoint Solutions LLC,Computer and Information Svcs,Basis2 Consulting Service,6/1/2014,5/31/2015,243,"400,000.00", -   ,Starpoint Solutions LLC,1,ADVERTISED,For Profit
1120406,112040603,DIVISION OF TECHNOLOGY,SunGard Availability Services LP,Computer and Information Svcs,Disaster Recovery Service,4/1/2014,3/31/2015,182,"45,252.00","11,913.00",SunGard Availability Services LP,1,ADVERTISED,For Profit
1220577,122057702,DIVISION OF TECHNOLOGY,The Athenaeum of Philadelphia,Computer and Information Svcs,City Scanning Services,5/18/2014,5/17/2015,229,"5,000.00", -   ,The Athenaeum of Philadelphia,1,ADVERTISED,Non Profit
1420087,1420087,DIVISION OF TECHNOLOGY,UNITARY,Computer and Information Svcs,Plan & Solution Architect,11/1/2013,10/31/2014,31,"2,000,000.00","600,796.98",UNITARY,1,ADVERTISED,unknown
1420393,1420393,DIVISION OF TECHNOLOGY,Unisys  Corporation,Computer and Information Svcs,Philly311 CRM Solution,12/27/2013,12/26/2014,87,"3,123,776.30","1,211,057.20",Unisys  Corporation,1,ADVERTISED,For Profit
1320659,1320659,DIVISION OF TECHNOLOGY,West Publishing Corporation  d/b/a West Group,Computer and Information Svcs,Online Legal Services,5/1/2013,4/30/2017,943,"2,281,702.00","522,429.52",West Publishing Corporation  d/b/a West Group,1,ADVERTISED,For Profit
1120449,112044903,DIVISION OF TECHNOLOGY,Xerox Corporation,Computer and Information Svcs,Water Bill Design Service,2/1/2014,1/31/2015,123,"25,000.00", -   ,Xerox Corporation,1,ADVERTISED,For Profit
MPXX15000023,MPXX15000023,DIVISION OF TECHNOLOGY,Zelenkofske Axelrod LLC,Miscellaneous Order,911 Prog Triennial Audit,7/1/2014,6/30/2015,273,"31,250.00","20,000.00",Zelenkofske Axelrod LLC,102,EXEMPT,For Profit
MPXX15000009,MPXX15000009,FINANCE,A J Fanelli,Miscellaneous Order,Hearing Master,7/1/2014,6/30/2015,273,"20,000.00","4,640.00",A J Fanelli,102,EXEMPT,For Profit
1420141,142014101,FINANCE,"A V International, Inc.",General Consultant Services,Insurance Brokerage Servs,7/1/2014,6/30/2015,273,"45,000.00","45,000.00","A V International, Inc.",1,ADVERTISED,For Profit
1420150,1420150,FINANCE,"Ahmad & Zaffarese & Smyler, LLC",Legal Services,Legal Services,9/1/2013,8/31/2014,0,"500,000.00", -   ,"Ahmad & Zaffarese & Smyler, LLC",1,ADVERTISED,For Profit
1420150,142015001,FINANCE,"Ahmad & Zaffarese & Smyler, LLC",Legal Services,Legal Services,9/1/2014,8/31/2015,335,"500,000.00", -   ,"Ahmad & Zaffarese & Smyler, LLC",1,ADVERTISED,For Profit
1420142,142014201,FINANCE,"Aon Risk Services Central, Inc.",General Consultant Services,Actuarial Services,7/1/2014,6/30/2015,273,"32,576.00", -   ,"Aon Risk Services Central, Inc.",1,ADVERTISED,For Profit
1420275,1420275,FINANCE,"Aon Risk Services Central, Inc.",General Consultant Services,Insurance Brokerage Srvs,8/26/2013,8/25/2014,0,"25,000.00", -   ,"Aon Risk Services Central, Inc.",1,ADVERTISED,For Profit
1220299,122029902,FINANCE,"Bennett, Bricklin & Saltzburg LLC",Legal Services,Legal Services,10/1/2013,9/30/2014,0,"500,000.00", -   ,"Bennett, Bricklin & Saltzburg LLC",1,ADVERTISED,For Profit
MPXX15000089,MPXX15000089,FINANCE,Bradley & Bradley Associates,Miscellaneous Order,Insurance Brokerage Srvs,7/3/2014,6/30/2015,273,"4,013.10","4,013.10",Bradley & Bradley Associates,102,EXEMPT,For Profit
MPXX15000220,MPXX15000220,FINANCE,Bradley & Bradley Associates,Miscellaneous Order,Insurance Brokerage Srvs,9/26/2014,6/30/2015,273,"10,595.00","10,595.00",Bradley & Bradley Associates,102,EXEMPT,For Profit
1420327,142032701,FINANCE,CGI Technologies and Solutions Inc.,Computer and Information Svcs,Budget Formulation System,3/17/2014,3/16/2015,167,"1,588,100.00","477,749.00",CGI Technologies and Solutions Inc.,1,ADVERTISED,For Profit
MPXX15000010,MPXX15000010,FINANCE,"Carmine D'Alessandro, C.G.F.M.",Miscellaneous Order,Hearing Master,7/1/2014,6/30/2015,273,"20,000.00","2,090.00","Carmine D'Alessandro, C.G.F.M.",102,EXEMPT,For Profit
1520055,1520055,FINANCE,"Comp Services, Inc.",General Consultant Services,Employee Disability Progr,7/1/2014,6/30/2015,273,"5,820,000.00","1,382,496.00","Comp Services, Inc.",1,ADVERTISED,For Profit
1420020,142002001,FINANCE,"Curley Adjustment Bureau, Inc.",General Consultant Services,Subrogation & Claims Srvs,7/1/2014,6/30/2015,273,"150,000.00","8,355.00","Curley Adjustment Bureau, Inc.",1,ADVERTISED,For Profit
MPXX15000159,MPXX15000159,FINANCE,"David A. Lopez and Company, LLC",Miscellaneous Order,Audit Services,8/5/2014,6/30/2015,273,"23,880.00", -   ,"David A. Lopez and Company, LLC",102,EXEMPT,For Profit
1420405,1420405,FINANCE,"David Donn Consulting, Inc.",General Consultant Services,WC Managed Care Consultan,1/1/2014,12/31/2014,92,"750,000.00", -   ,"David Donn Consulting, Inc.",1,ADVERTISED,For Profit
MPXX15000011,MPXX15000011,FINANCE,Dominic Cermele,Miscellaneous Order,Hearing Master,7/1/2014,6/30/2015,273,"17,000.00", -   ,Dominic Cermele,102,EXEMPT,For Profit
1420469,1420469,FINANCE,"Eckert Seamans Cherin & Mellott, LLC",Legal Services,Special Counsel,2/1/2014,1/31/2015,123,"20,000.00", -   ,"Eckert Seamans Cherin & Mellott, LLC",7,EXEMPT,For Profit
1220580,122058002,FINANCE,"FTI Consulting, Inc",General Consultant Services,Consultant,6/6/2014,6/5/2015,248, -   ,"613,776.00","FTI Consulting, Inc",1,ADVERTISED,For Profit
1320354,132035401,FINANCE,Factory Mutual Insurance Company,General Consultant Services,Blanket Property Insuranc,8/1/2013,7/31/2014,0, -   , -   ,Factory Mutual Insurance Company,1,ADVERTISED,For Profit
1420587,1420587,FINANCE,"Future Technology Associates, LLC.",General Consultant Services,Training Services,6/28/2014,6/27/2015,270,"139,920.00", -   ,"Future Technology Associates, LLC.",1,ADVERTISED,For Profit
MPXX15000116,MPXX15000116,FINANCE,"Gallagher Benefit Services, Inc.",Miscellaneous Order,Insurance Brokerage Srvs,7/15/2014,6/30/2015,273, -   , -   ,"Gallagher Benefit Services, Inc.",102,EXEMPT,For Profit
1420144,142014401,FINANCE,"Gallagher Malloy & Georges, P.C.",Legal Services,Legal Services,7/1/2014,6/30/2015,273,"500,000.00", -   ,"Gallagher Malloy & Georges, P.C.",1,ADVERTISED,For Profit
1320584,132058401,FINANCE,"Howarth Occupational and Environmental Consulting, P.C.",General Consultant Services,Medical Director,12/3/2013,12/2/2014,63,"100,000.00","6,000.00","Howarth Occupational and Environmental Consulting, P.C.",1,ADVERTISED,For Profit
1120393,112039303,FINANCE,IHS Global Inc.,General Consultant Services,Economic Forecasting Srvs,12/16/2013,12/15/2014,76,"41,620.00","41,620.00",IHS Global Insight,1,ADVERTISED,For Profit
MPXX15000046,MPXX15000046,FINANCE,John Corlies,Miscellaneous Order,FAMIS consultant,7/1/2014,6/30/2015,273,"32,000.00","1,600.00",John Corlies,102,EXEMPT,For Profit
1320617,132061701,FINANCE,"Jones Lang LaSalle Americas, Inc.",General Consultant Services,Broker,1/1/2014,12/31/2014,92, -   , -   ,"Jones Lang LaSalle Americas, Inc.",1,ADVERTISED,For Profit
1420412,1420412,FINANCE,Kauffman Accounting Services,General Consultant Services,Business Subject Matter,1/1/2014,12/31/2014,92,"220,000.00","26,936.88",Kauffman Accounting Services,1,ADVERTISED,For Profit
1420413,1420413,FINANCE,Kevin O'Hagan,General Consultant Services,Business Subject Matter,1/1/2014,12/31/2014,92,"220,000.00","34,870.00",Kevin O'Hagan,1,ADVERTISED,For Profit
1420147,142014701,FINANCE,"Law Offices of Stacey M Merkin, PC",Legal Services,Legal Services,7/1/2014,6/30/2015,273,"500,000.00", -   ,"Law Offices of Stacey M Merkin, PC",1,ADVERTISED,For Profit
1520013,1520013,FINANCE,"Lawton Associates, Inc.",General Consultant Services,Ins & Risk Mgt Services,7/1/2014,6/30/2015,273,"850,000.00","240,000.00","Lawton Associates, Inc.",1,ADVERTISED,For Profit
1320432,132043201,FINANCE,Lazard Freres & Co. LLC,General Consultant Services,Financial Advisor,9/1/2013,8/31/2014,0, -   , -   ,Lazard Freres & Co. LLC,1,ADVERTISED,For Profit
1420151,142015101,FINANCE,Margolis Edelstein,Legal Services,Legal Services,7/1/2014,6/30/2015,273,"500,000.00", -   ,Margolis Edelstein,1,ADVERTISED,For Profit
1220298,122029802,FINANCE,Marshall Dennehey Warner Coleman & Goggin,Legal Services,Legal Services,10/1/2013,9/30/2014,0,"500,000.00", -   ,Marshall Dennehey Warner Coleman & Goggin,1,ADVERTISED,For Profit
1420149,142014901,FINANCE,"Naples Law, LLP",Legal Services,Legal Services,7/1/2014,6/30/2015,273,"500,000.00", -   ,"Naples Law, LLP",1,ADVERTISED,For Profit
1420569,1420569,FINANCE,"Public Consulting Group, Inc.",Accounting and Auditing Svcs,Cost Allocation Plan,6/14/2014,6/13/2015,256,"75,075.00", -   ,"Public Consulting Group, Inc.",1,ADVERTISED,For Profit
1320751,132075101,FINANCE,Public Financial Management Inc,General Consultant Services,Financial Srvs Consultant,6/1/2014,5/31/2015,243,"140,000.00","71,022.00",Public Financial Management Inc,1,ADVERTISED,For Profit
820428,820428,FINANCE,RBC Capital Markets,Investment Advisor-Manager,Remarketing Agent,12/7/2007,8/1/2031,6149, -   , -   ,RBC Capital Markets,1,ADVERTISED,For Profit
1420143,142014301,FINANCE,"Schaff & Young,  PC",Legal Services,Legal Services,7/1/2014,6/30/2015,273,"500,000.00", -   ,"Schaff & Young,  PC",1,ADVERTISED,For Profit
1420145,142014501,FINANCE,"Swartz Campbell, LLC",Legal Services,Legal Services,7/1/2014,6/30/2015,273,"500,000.00", -   ,"Swartz Campbell, LLC",1,ADVERTISED,For Profit
