original_contract_id,current_item_id,department_name,vendor,contract_structure_type,short_desc,start_dt,end_dt,days_remaining,contract_amount,tot_payments,orig_vendor
1320497,132049702,COMMERCE,"Parsons Brinckerhoff, Inc.",Architect and Engineer Svcs,RENEWAL ONE,2013-10-01,2014-09-30,92,500000,186425.75,"Parsons Brinckerhoff, Inc."
1320166,132016601,COMMERCE,People's Emergency Center Community Development Corporation,Housing & Economic Development,Amendment,2013-07-01,2014-06-30,0,105000,83367.96,People's Emergency Center Community Development Corporation
1320213,132021301,COMMERCE,Phila Chinatown Dev Corp,Housing & Economic Development,Amendment FY14,2013-07-01,2014-06-30,0,56000,39035.17,Phila Chinatown Dev Corp
MPXX14000240,MPXX14000240,COMMERCE,Phila Chinatown Dev Corp,Miscellaneous Order,Night Market,2013-10-02,2014-06-30,0,15000,15000,Phila Chinatown Dev Corp
1320674,132067401,COMMERCE,Phila. Authority for Industrial Development,General Consultant Services,Navy Yard Capital Imp,2013-07-01,2014-06-30,0,1650000,1650000,Phila. Authority for Industrial Development
1420445,1420445,COMMERCE,Phila. Authority for Industrial Development,General Consultant Services,Economic Stimulus FY14,2013-07-01,2014-06-30,0,1294448,1294448,Phila. Authority for Industrial Development
MPXX14000016,MPXX14000016,COMMERCE,"Philadelphia Animal Hospital, P.C.",Miscellaneous Order,Veterinarian Services,2013-07-01,2014-06-30,0,32000,20493,"Philadelphia Animal Hospital, P.C."
1120386,112038604,COMMERCE,Philadelphia Industrial Development Corporation,Housing & Economic Development,Storefront Imp Program,2013-07-01,2014-06-30,0,501500,501500,Philadelphia Industrial Development Corporation
1220514,122051402,COMMERCE,Philadelphia Industrial Development Corporation,Housing & Economic Development,HUD 108 Loan Pool 8,2013-12-01,2014-11-30,153,0,0,Philadelphia Industrial Development Corporation
1220627,122062701,COMMERCE,Philadelphia Industrial Development Corporation,Housing & Economic Development,HUD 108 Loan Pool 9,2013-05-01,2014-04-30,0,0,0,Philadelphia Industrial Development Corporation
1320607,132060701,COMMERCE,Philadelphia Industrial Development Corporation,General Consultant Services,Food Distribution Ctr Dem,2013-11-01,2014-10-31,123,0,0,Philadelphia Industrial Development Corporation
1420447,1420447,COMMERCE,Philadelphia Industrial Development Corporation,General Consultant Services,Greenworks,2013-11-02,2014-11-01,124,5000000,337701.89,Philadelphia Industrial Development Corporation
1420449,1420449,COMMERCE,Philadelphia Industrial Development Corporation,General Consultant Services,Lower Schuylkill,2013-12-01,2014-11-30,153,500000,0,Philadelphia Industrial Development Corporation
1420420,1420420,COMMERCE,"Portfolio Associates, Inc.",General Consultant Services,MARKETING/GRAPHIC DESIGN,2014-01-01,2014-12-31,184,40000,13432.13,"Portfolio Associates, Inc."
MPXX14000004,MPXX14000004,COMMERCE,"Professional Health Services, Inc",Miscellaneous Order,Occupational Health Svc.,2013-07-01,2014-06-30,0,30000,7000,"Professional Health Services, Inc"
MPXX14000363,MPXX14000363,COMMERCE,"Protocol Partners-Washington Center for Protocol, Inc.",Miscellaneous Order,Internal Biz Etiquette,2014-03-07,2014-06-30,0,32000,0,"Protocol Partners-Washington Center for Protocol, Inc."
MPXX14000112,MPXX14000112,COMMERCE,"Real Asset Management, Inc.",Miscellaneous Order,HOSTED FIXED ASSET MGMT,2013-07-12,2014-06-30,0,30000,29900,"Real Asset Management, Inc."
MPXX14000269,MPXX14000269,COMMERCE,"SCB Services, LLC",Miscellaneous Order,HR Consulting,2013-11-06,2014-06-30,0,30000,98,"SCB Services, LLC"
MPXX14000274,MPXX14000274,COMMERCE,"SRC Aviation, LLC",Miscellaneous Order,Safety Risk Mgt Facilitat,2013-11-13,2014-06-30,0,30000,0,"SRC Aviation, LLC"
1120426,112042603,COMMERCE,Schuylkill River Development Corporation,General Consultant Services,Schuylkill Banks,2014-01-19,2015-01-18,202,0,0,Schuylkill River Development Corporation
1420377,1420377,COMMERCE,Sere LTD.,Performing Artists-Public Art,ARTWORK COMPETITION,2013-11-01,2014-10-31,123,1,0,Sere LTD.
MPXX14000255,MPXX14000255,COMMERCE,Servant Leadership LLC,Miscellaneous Order,Diversity & Comm,2013-10-10,2014-06-30,0,25000,25000,Servant Leadership LLC
MPXX14000306,MPXX14000306,COMMERCE,"Shapiro Commuications, LLC",Miscellaneous Order,Customer,2013-12-20,2014-06-30,0,20000,0,"Shapiro Commuications, LLC"
820556,82055602,COMMERCE,Sheward Partnership,Architect and Engineer Svcs,AMENDMENT TWO,2008-06-30,2014-12-31,184,17512527,17511893.81,Sheward Partnership
MPXX14000325,MPXX14000325,COMMERCE,SkillPath,Miscellaneous Order,Trn Ser Warehouse Proced,2014-01-16,2014-06-30,0,5000,0,SkillPath
1320210,132021001,COMMERCE,Southwest Community Development Corporation,Housing & Economic Development,Amendment FY 14,2014-01-01,2014-06-30,0,18000,4699.54,Southwest Community Development Corporation
1320158,132015801,COMMERCE,The Enterprise Center,Housing & Economic Development,Amendment,2013-07-01,2014-06-30,0,125000,79660.74,The Enterprise Center
1320187,132018701,COMMERCE,The Enterprise Center,Housing & Economic Development,Amendment FY14,2013-07-01,2014-06-30,0,60000,56858.04,The Enterprise Center
MPXX14000230,MPXX14000230,COMMERCE,The Nyman  Group,Miscellaneous Order,Leadership Development,2013-08-27,2014-06-30,0,30000,15126,The Nyman  Group
1320169,132016901,COMMERCE,The Partnership CDC,Housing & Economic Development,Amendment,2013-07-01,2014-06-30,0,75000,54624.54,The Partnership CDC
1220492,122049202,COMMERCE,TranSystems Corporation Consultants of PA,Architect and Engineer Svcs,RENEWAL TWO,2014-01-01,2014-12-31,184,150000,26209.07,TranSystems Corporation Consultants of PA
1120423,112042303,COMMERCE,URS Corporation,Architect and Engineer Svcs,RENEWAL THREE,2014-01-01,2014-12-31,184,300000,58289.63,URS Corporation
MPXX14000037,MPXX14000037,COMMERCE,"University of Pennsylvania, Trustees of the",Miscellaneous Order,Emp. Assist. Prog.,2013-07-01,2014-06-30,0,25000,13252.5,"University of Pennsylvania, Trustees of the"
1320159,132015901,COMMERCE,Urban Affairs Coalition,Housing & Economic Development,Amendment FY14,2013-07-01,2014-06-30,0,125000,97000.85,Urban Affairs Coalition
1320223,132022301,COMMERCE,"Urban Engineers, Inc.",Architect and Engineer Svcs,RENEWAL ONE,2013-07-01,2014-06-30,0,150000,48973.34,"Urban Engineers, Inc."
320500,32050011,COMMERCE,Vanasse Hangen Brustlin (VHB),General Consultant Services,AMENDMENT 11,2013-07-01,2014-06-30,0,0,0,Vanasse Hangen Brustlin (VHB)
1320551,132055101,COMMERCE,Villiage of Arts & Humanities,Housing & Economic Development,Amendment FY14,2013-09-01,2014-06-30,0,35000,0,Villiage of Arts & Humanities
MPXX14000090,MPXX14000090,COMMERCE,Walk Safely Training Group,Miscellaneous Order,HIGH VOLTAGE SAFETY,2013-07-09,2014-06-30,0,25000,15200,Walk Safely Training Group
1320156,132015601,COMMERCE,Welcoming Center for New Pennsylvanians,Housing & Economic Development,Amendment,2013-07-01,2014-06-30,0,125000,95171.25,Welcoming Center for New Pennsylvanians
1420361,1420361,COMMERCE,Welcoming Center for New Pennsylvanians,General Consultant Services,52nd Street Sidewalk Vend,2013-10-01,2014-09-30,92,75000,7102.91,Welcoming Center for New Pennsylvanians
1420315,1420315,COMMERCE,"Weston Solutions, Inc",Architect and Engineer Svcs,ENVIRONMENTAL ENG CONSULT,2013-10-01,2014-09-30,92,400000,134789.57,"Weston Solutions, Inc"
1320157,132015701,COMMERCE,Women's Business Development Center,Housing & Economic Development,Amendment,2013-07-01,2014-06-30,0,75000,65695.86,Women's Business Development Center
1320155,132015501,COMMERCE,Women's Opportunities Resource Center,Housing & Economic Development,Amendment FY 14,2013-07-01,2014-06-30,0,75000,38622.26,Women's Opportunities Resource Center
MPXX14000177,MPXX14000177,COMMERCE,Worklife Connection LLC,Miscellaneous Order,Leadership Cust Ser,2013-08-16,2014-06-30,0,30000,21415,Worklife Connection LLC
MPXX14000368,MPXX14000368,COMMERCE,Wynnefield Overbrook Revitalization Corporation,Miscellaneous Order,Planning Grant,2013-08-27,2014-06-30,0,15000,0,Wynnefield Overbrook Revitalization Corporation
1220296,122029602,COMMERCE,"Zweig, Ramick,& Associates",Accounting and Auditing Svcs,RENEWAL TWO,2013-07-01,2014-06-30,0,70000,32062.25,"Zweig, Ramick,& Associates"
1320696,132069601,DIVISION OF TECHNOLOGY,Acclaim Systems Inc.,Computer and Information Svcs,Lobbying Software,2014-04-01,2015-03-31,274,0,0,Acclaim Systems Inc.
920388,92038805,DIVISION OF TECHNOLOGY,Acumen Group Incorporated,Computer and Information Svcs,Law Document Mgmt System,2013-05-15,2014-05-14,0,300000,345078.71,Acumen Group Incorporated
920388,92038806,DIVISION OF TECHNOLOGY,Acumen Group Incorporated,Computer and Information Svcs,Law Document Mgmt. System,2014-05-15,2014-11-14,137,0,0,Acumen Group Incorporated
1420301,1420301,DIVISION OF TECHNOLOGY,Advanced Technology Solutions Inc. d/b/a geographIT,Computer and Information Svcs,GIS Related Support,2013-09-23,2014-09-22,84,80000,0,Advanced Technology Solutions Inc. d/b/a geographIT
1120618,112061803,DIVISION OF TECHNOLOGY,"AskReply, Inc. dba B2Gnow",Computer and Information Svcs,Electronic Registry,2013-06-30,2014-06-29,0,43000,48235.97,"AskReply, Inc. dba B2Gnow"
1420298,1420298,DIVISION OF TECHNOLOGY,AssetWorks Inc,Computer and Information Svcs,OFM ASSET MANAGEMENT,2014-04-01,2015-03-31,274,718385,221425.26,AssetWorks Inc
1120418,112041803,DIVISION OF TECHNOLOGY,"Azavea, Inc",Computer and Information Svcs,ULRS/GeoSpatial,2013-07-01,2014-06-30,0,75000,25604.68,"Azavea, Inc"
1320143,132014301,DIVISION OF TECHNOLOGY,"Azavea, Inc",Computer and Information Svcs,Stormwater Billing,2013-07-01,2014-06-30,0,1201235,632529.24,"Azavea, Inc"
MPXX14000350,MPXX14000350,DIVISION OF TECHNOLOGY,"Bell and Howell, LLC",Miscellaneous Order,Mailroom Consulting,2014-01-15,2014-06-30,0,5000,0,"Bell and Howell, LLC"
1120616,112061602,DIVISION OF TECHNOLOGY,Blue Heron Consulting,Computer and Information Svcs,Basis2 Consulting Svcs,2013-06-01,2014-05-31,0,508000,370132.5,Blue Heron Consulting
1120616,112061603,DIVISION OF TECHNOLOGY,Blue Heron Consulting,Computer and Information Svcs,Basis2 Consulting Svcs,2014-06-01,2015-05-31,335,508000,0,Blue Heron Consulting
MPXX14000092,MPXX14000092,DIVISION OF TECHNOLOGY,Bogom Computer Solutions,Miscellaneous Order,Lotus Notes Support,2013-07-10,2014-06-30,0,3000,0,Bogom Computer Solutions
MPXX14000250,MPXX14000250,DIVISION OF TECHNOLOGY,Bogom Computer Solutions,Miscellaneous Order,Lotus Notes Support-Water,2013-07-01,2014-06-30,0,10000,1762.5,Bogom Computer Solutions
1320732,132073201,DIVISION OF TECHNOLOGY,"CBG Communications, Inc.",General Consultant Services,Cable TV Consulting,2014-03-01,2015-02-28,243,119415,0,"CBG Communications, Inc."
1120569,112056903,DIVISION OF TECHNOLOGY,CDI IT Solutions,Computer and Information Svcs,Staff Augmentation,2012-11-30,2014-11-29,152,850000,538882.86,CDI IT Solutions
1420233,1420233,DIVISION OF TECHNOLOGY,Cellco Partnership d/b/a Verizon Wireless,Computer and Information Svcs,Public Safety Mobile Svcs,2013-09-01,2014-08-31,62,1300000,985446.12,Cellco Partnership d/b/a Verizon Wireless
1420505,1420505,DIVISION OF TECHNOLOGY,Ciber Corporation,Computer and Information Svcs,Workforce Management Syst,2014-06-06,2018-06-05,1436,14757802,0,Ciber Corporation
1320559,132055901,DIVISION OF TECHNOLOGY,"Ciright Automation, LLC",Computer and Information Svcs,Youth Violence Reduction,2013-12-01,2014-11-30,153,48900,0,"Ciright Automation, LLC"
1120375,112037503,DIVISION OF TECHNOLOGY,"Cogsdale Holdings, Ltd",Computer and Information Svcs,FAMIS/Performance Exec,2013-12-01,2014-11-30,153,122640,122640,"Cogsdale Holdings, Ltd"
1320681,1320681,DIVISION OF TECHNOLOGY,"Computronix (U.S.A.), Inc.",Computer and Information Svcs,eClipse Project,2013-04-01,2016-03-31,640,4118758,388153.41,"Computronix (U.S.A.), Inc."
MPXX14000093,MPXX14000093,DIVISION OF TECHNOLOGY,"Cuskey, Ipsen & McCall Consultants, Inc.",Miscellaneous Order,ISIS/BMIS App,2013-07-01,2014-06-30,0,25000,15250,"Cuskey, Ipsen & McCall Consultants, Inc."
MPXX14000343,MPXX14000343,DIVISION OF TECHNOLOGY,"Data-Core Systems, Inc.",Miscellaneous Order,Revenue Modernized eFile,2014-02-05,2014-06-30,0,32000,29160,"Data-Core Systems, Inc."
MPXX14000196,MPXX14000196,DIVISION OF TECHNOLOGY,Dave Tavani Freelance Photography,Miscellaneous Order,School Funding Video,2013-09-03,2014-06-30,0,1500,1266.47,Dave Tavani Freelance Photography
1020548,102054805,DIVISION OF TECHNOLOGY,Decisive Business Systems,Computer and Information Svcs,Project Management Supprt,2014-02-12,2014-08-11,42,65000,0,Decisive Business Systems
MPXX14000339,MPXX14000339,DIVISION OF TECHNOLOGY,"DocuSign, Inc.",Miscellaneous Order,DocuSign Subscription,2014-02-07,2014-06-30,0,4500,4500,"DocuSign, Inc."
1020614,102061403,DIVISION OF TECHNOLOGY,"EIS Technologies, Inc",Computer and Information Svcs,Report Writer for Oracle,2013-06-01,2014-05-31,0,18900,17325,"EIS Technologies, Inc"
1220311,122031102,DIVISION OF TECHNOLOGY,"Electec, Incorporated",Computer and Information Svcs,Voting System Upgrade,2013-08-15,2014-08-14,45,389650,389650,"Electec, Incorporated"
1120221,112022104,DIVISION OF TECHNOLOGY,Engility Corporation,Computer and Information Svcs,IT Network Security,2013-08-17,2014-08-16,47,629340,273913,Engility Corporation
1320566,132056602,DIVISION OF TECHNOLOGY,Engility Corporation,Computer and Information Svcs,Computer Forensic Invest,2013-12-15,2014-12-14,167,200000,0,Engility Corporation
1120467,112046706,DIVISION OF TECHNOLOGY,Equinoxys Inc,Computer and Information Svcs,Oracle HRIS Consulting,2013-11-01,2015-02-03,218,530000,402548,Equinoxys Inc
1020486,102048605,DIVISION OF TECHNOLOGY,"Essential Management Solutions, LLC",General Consultant Services,911 Wireline Plan Mgmt,2014-04-01,2014-09-30,92,241000,0,"Essential Management Solutions, LLC"
MPXX14000247,MPXX14000247,DIVISION OF TECHNOLOGY,"Excipio Consulting, LLC",Miscellaneous Order,Data Center Assessment,2013-10-08,2014-06-30,0,28760,28760,"Excipio Consulting, LLC"
1320598,1320598,DIVISION OF TECHNOLOGY,"Fairfax Imaging, Inc.",Computer and Information Svcs,New Cashiering System,2013-06-30,2014-12-31,184,1371072,866621.52,"Fairfax Imaging, Inc."
1120600,112060003,DIVISION OF TECHNOLOGY,Gartner Inc.,Computer and Information Svcs,Research & Advisory Svcs,2013-05-06,2014-05-05,0,141900,141900,Gartner Inc.
1120600,112060004,DIVISION OF TECHNOLOGY,Gartner Inc.,Computer and Information Svcs,Research and Advisory Svc,2014-05-06,2015-05-05,309,155800,0,Gartner Inc.
1120443,112044303,DIVISION OF TECHNOLOGY,"Information Consulting Services of Delaware Valley, Inc",Computer and Information Svcs,Basis2 Management Svcs,2014-01-25,2015-01-24,208,375000,0,"Information Consulting Services of Delaware Valley, Inc"
1320591,132059101,DIVISION OF TECHNOLOGY,"Information Services Partner, Inc.",Computer and Information Svcs,TIPS Prog & Consulting,2014-02-01,2015-01-31,215,621211.2,0,"Information Services Partner, Inc."
1420291,1420291,DIVISION OF TECHNOLOGY,"Information Services Partner, Inc.",Computer and Information Svcs,Basis2 Prog & Consulting,2013-12-01,2014-11-30,153,289170,139834,"Information Services Partner, Inc."
1420384,1420384,DIVISION OF TECHNOLOGY,"Information Services Partner, Inc.",Computer and Information Svcs,ACIS/eContract Maintenanc,2014-01-01,2014-12-31,184,247542,77850,"Information Services Partner, Inc."
1120648,112064802,DIVISION OF TECHNOLOGY,"Integrated Bank Technology, Inc.",Computer and Information Svcs,Cashiering System Support,2013-06-19,2014-06-18,0,175000,175000,"Integrated Bank Technology, Inc."
1220176,122017602,DIVISION OF TECHNOLOGY,J & B Software,Computer and Information Svcs,Transaction Mgmt System,2013-07-28,2014-07-27,27,68506,54951.79,J & B Software
MPXX14000299,MPXX14000299,DIVISION OF TECHNOLOGY,"Jarvus Innovations, LLC",Miscellaneous Order,API Management Solution,2013-12-18,2014-06-30,0,19925,5000,"Jarvus Innovations, LLC"
1120572,112057204,DIVISION OF TECHNOLOGY,"Keystone Computer Associates, Inc.",Computer and Information Svcs,Staff Augmentation,2013-09-01,2014-11-29,152,850000,344630,"Keystone Computer Associates, Inc."
1020384,102038405,DIVISION OF TECHNOLOGY,Knowledge Solutions International,Computer and Information Svcs,Citywide IT Training,2013-11-02,2014-05-01,0,0,10020,Knowledge Solutions International
1020384,102038406,DIVISION OF TECHNOLOGY,Knowledge Solutions International,Computer and Information Svcs,Citywide IT Training,2014-05-02,2014-09-30,92,0,0,Knowledge Solutions International
1120434,112043403,DIVISION OF TECHNOLOGY,LockWorks LLC,Computer and Information Svcs,Lock and Track,2013-07-01,2014-12-31,184,309000,111750,LockWorks LLC
1120573,112057305,DIVISION OF TECHNOLOGY,M F R Consultants Inc.,Computer and Information Svcs,Staff Augmentation,2013-09-01,2014-11-29,152,750000,127396,M F R Consultants Inc.
1220427,122042704,DIVISION OF TECHNOLOGY,"MetaSource, LLC",Computer and Information Svcs,City Scanning Services,2014-03-01,2015-02-28,243,555000,68295.45,"MetaSource, LLC"
1020385,102038505,DIVISION OF TECHNOLOGY,"Michael Anthony Associates, Inc.",Computer and Information Svcs,Pension Bus. Process App,2014-02-03,2014-04-30,0,57200,0,"Michael Anthony Associates, Inc."
1420444,1420444,DIVISION OF TECHNOLOGY,"Michael Anthony Associates, Inc.",Computer and Information Svcs,Pension Staff Augmentatio,2014-05-01,2015-04-30,304,225000,35585,"Michael Anthony Associates, Inc."
1120574,112057405,DIVISION OF TECHNOLOGY,Modis,Computer and Information Svcs,Staff Augmentation,2013-09-01,2014-11-29,152,850000,298713.3,Ajilon LLC dba Ajilon Consulting
1020351,102035104,DIVISION OF TECHNOLOGY,OnLine Consulting,Computer and Information Svcs,Citywide IT Training,2013-10-12,2014-04-12,0,0,20344,OnLine Consulting
1020351,102035105,DIVISION OF TECHNOLOGY,OnLine Consulting,Computer and Information Svcs,Citywide IT Training,2014-04-13,2014-08-31,62,0,0,OnLine Consulting
1220400,122040002,DIVISION OF TECHNOLOGY,"POWER Engineers, Inc.",Computer and Information Svcs,Consult Svc Urban Foresty,2014-01-09,2015-01-08,192,0,0,"POWER Engineers, Inc."
1120444,112044403,DIVISION OF TECHNOLOGY,Peripheral Systems Inc.,Computer and Information Svcs,Basis2 Documentation,2014-01-25,2015-01-24,208,65000,0,Peripheral Systems Inc.
MPXX14000008,MPXX14000008,DIVISION OF TECHNOLOGY,Peripheral Systems Inc.,Miscellaneous Order,Combined Campaign,2013-07-01,2014-06-30,0,15000,6499.86,Peripheral Systems Inc.
1220457,122045702,DIVISION OF TECHNOLOGY,Pictometry International Corp.,Computer and Information Svcs,Oblique,2014-03-01,2015-02-28,243,115695,0,Pictometry International Corp.
1420261,1420261,DIVISION OF TECHNOLOGY,Priority Dispatch Corp,Computer and Information Svcs,EMS/911 Call Priorities,2013-08-12,2014-08-11,42,447335,220135,Priority Dispatch Corp
1120395,112039503,DIVISION OF TECHNOLOGY,Prophecy Americas Inc,Computer and Information Svcs,Basis2 Maintenance,2013-12-10,2014-12-09,162,390000,390000,Prophecy Americas Inc
