original_contract_id,current_item_id,department_name,vendor,contract_structure_type,short_desc,start_dt,end_dt,days_remaining,amt,tot_payments,orig_vendor,exempt_status,adv_or_exempt,profit_status,
1520130,152013001,COMMERCE,"Heffler, Radetich & Saitta LLP",Accounting and Auditing Svcs,RENEWAL ONE,7/1/2015,6/30/2016,0,80000,15187.5,"Heffler, Radetich & Saitta LLP",1,ADVERTISED,For Profit,
1320085,132008504,COMMERCE,"Hill International, Inc.",General Consultant Services,RENEWAL THREE,7/1/2015,6/30/2016,0,3250000,2907942.21,"Hill International, Inc.",1,ADVERTISED,For Profit,
1520047,152004701,COMMERCE,Hispanic Assoc of Contractors & Enterprises,Housing & Economic Development,Time and cost extension,7/1/2015,6/30/2016,0,175000,119978.32,Hispanic Assoc of Contractors & Enterprises,1,ADVERTISED,Non Profit,
MPXX16000026,MPXX16000026,COMMERCE,"Human Resources Alternatives, LLC",Miscellaneous Order,HR CONSULTING SERVICES,7/1/2015,6/30/2016,0,30000,22086.5,"Human Resources Alternatives, LLC",102,EXEMPT,For Profit,
1520387,152038701,COMMERCE,"ICF Resources, LLC",General Consultant Services,RENEWAL ONE,1/1/2016,12/31/2016,183,100000,0,"ICF Resources, LLC",1,ADVERTISED,For Profit,
MPXX16000040,MPXX16000040,COMMERCE,IMX Medical Management Services,Miscellaneous Order,PERSONNEL EXAMINING SVCS.,7/1/2015,6/30/2016,0,25000,6700,IMX Medical Management Services,102,EXEMPT,For Profit,
1520385,152038502,COMMERCE,"INTERVISTAS CONSULTING, INC.",General Consultant Services,RENEWAL ONE,1/1/2016,12/31/2016,183,200000,0,InterVISTAS Consulting LLC,1,ADVERTISED,For Profit,
1520039,152003901,COMMERCE,Impact Community Development Corporation,Housing & Economic Development,Contract Amendment,7/1/2015,6/30/2016,0,115000,40838.35,Impact Community Development Corporation,1,ADVERTISED,Non Profit,
1620157,1620157,COMMERCE,International Visitors Council of Philadelphia,General Consultant Services,International Exchange,8/13/2015,6/30/2016,0,135000,135000,International Visitors Council of Philadelphia,1,ADVERTISED,Non Profit,
MPXX16000188,MPXX16000188,COMMERCE,International Visitors Council of Philadelphia,Miscellaneous Order,Sister Cities,7/1/2015,6/30/2016,0,27000,27000,International Visitors Council of Philadelphia,102,EXEMPT,Non Profit,
1320496,132049604,COMMERCE,"Johnson, Mirmiran & Thompson",Architect and Engineer Svcs,RENEWAL THREE,10/1/2015,9/30/2016,91,800000,438284.79,"Johnson, Mirmiran & Thompson",1,ADVERTISED,For Profit,
MPXX16000022,MPXX16000022,COMMERCE,Karen Friedman Enterprises,Miscellaneous Order,PUBLIC RELATIONS TRAINING,7/1/2015,6/30/2016,0,25000,187.5,Karen Friedman Enterprises,102,EXEMPT,For Profit,
1320457,132045703,COMMERCE,Ken Weeden & Associates,General Consultant Services,DBE CONSULTING SERVICES,9/1/2015,8/31/2016,61,0,22888.97,Ken Weeden & Associates,1,ADVERTISED,For Profit,
MPXX16000283,MPXX16000283,COMMERCE,Kimberly A. Ferguson,Miscellaneous Order,CONFLICT MANAGEMENT SVC.,12/2/2015,6/30/2016,0,32000,4000,Kimberly A. Ferguson,102,EXEMPT,For Profit,
1520048,152004801,COMMERCE,Korean Community Development Services Center,Housing & Economic Development,Time and cost extension,7/1/2015,6/30/2016,0,185000,133802.14,Korean Community Development Services Center,1,ADVERTISED,Non Profit,
1520008,152000802,COMMERCE,LeighFisher Inc.,General Consultant Services,RENEWAL ONE,3/1/2015,6/30/2016,0,450000,261514.83,LeighFisher Inc.,1,ADVERTISED,For Profit,
1620092,1620092,COMMERCE,Local Initiatives Support Corporation,Housing & Economic Development,Capacity Building-Police,7/1/2015,6/30/2016,0,55000,0,Local Initiatives Support Corporation,1,ADVERTISED,Non Profit,
MPXX16000043,MPXX16000043,COMMERCE,"Med-Tex Services, Inc.",Miscellaneous Order,OCCUPATIONAL SAFETY SVCS.,7/1/2015,6/30/2016,0,30000,22927.8,"Med-Tex Services, Inc.",102,EXEMPT,For Profit,
1620138,1620138,COMMERCE,Megan McGlynn,Performing Artists-Public Art,ART COMPETITION PHL RR,7/1/2015,6/30/2016,0,22000,13200,Megan McGlynn,1,ADVERTISED,For Profit,
1320179,132017903,COMMERCE,"Michael Baker International, Inc.",Architect and Engineer Svcs,RENEWAL THREE,7/1/2015,6/30/2016,0,2500000,1277152.14,"Michael Baker International, Inc.",1,ADVERTISED,For Profit,
MPXX16000156,MPXX16000156,COMMERCE,Mount Airy U.S.A.,Miscellaneous Order,NIght Market,7/24/2015,6/30/2016,0,10000,10000,Mount Airy U.S.A.,102,EXEMPT,Non Profit,
1420422,142042202,COMMERCE,"Munroe Design Group, Inc. T/A Munroe Creative Partners",General Consultant Services,RENEWAL TWO,1/1/2016,12/31/2016,183,35000,0,"Munroe Design Group, Inc. T/A Munroe Creative Partners",1,ADVERTISED,Non Profit,
1520029,152002901,COMMERCE,New Kensington Community Development Corp,Housing & Economic Development,Contract Extension,7/1/2015,6/30/2016,0,250000,249052.24,New Kensington Community Development Corp,1,ADVERTISED,Non Profit,
MPXX16000023,MPXX16000023,COMMERCE,Norma Michaels Entertainment,Miscellaneous Order,ENTERTAINMENT SERVICES,7/1/2015,6/30/2016,0,30000,25950.5,Norma Michaels Entertainment,102,EXEMPT,For Profit,
1520115,152011501,COMMERCE,Nueva Esperanza Housing and Economic Development Corporation,Housing & Economic Development,Contract Extension,7/1/2015,6/30/2016,0,110000,72632.2,Nueva Esperanza Housing and Economic Development Corporation,1,ADVERTISED,Non Profit,
1420414,142041402,COMMERCE,Octo Design Group Inc.,General Consultant Services,RENEWAL TWO,1/1/2016,12/31/2016,183,25000,0,Octo Design Group Inc.,1,ADVERTISED,For Profit,
MPXX16000182,MPXX16000182,COMMERCE,Open Doors Organization,Miscellaneous Order,ADA Training Services,7/1/2015,6/30/2016,0,16000,16000,Open Doors Organization,102,EXEMPT,Non Profit,
1620137,1620137,COMMERCE,PAUL SANTOLERI ~ARTIST,Performing Artists-Public Art,ART COMPETITION PHL RR,7/1/2015,6/30/2016,0,38000,15200,PAUL SANTOLERI ~ARTIST,1,ADVERTISED,For Profit,
1620326,1620326,COMMERCE,PIDC-Local Development Corporation,General Consultant Services,Storefront Imp Program,7/1/2015,6/30/2016,0,505000,505000,PIDC-Local Development Corporation,8,EXEMPT,Non Profit,
1420318,142031802,COMMERCE,Parkway Corporation,General Consultant Services,RENEWAL TWO,10/1/2015,9/30/2016,91,3133574,3426493.42,Parkway Corporation,1,ADVERTISED,For Profit,
1620245,1620245,COMMERCE,Parkway Garage Inc.,General Consultant Services,GROUND TRANSPORTATION MGT,11/1/2015,10/31/2016,122,5040150,2678165.22,Parkway Garage Inc.,1,ADVERTISED,For Profit,
1320497,132049704,COMMERCE,"Parsons Brinckerhoff, Inc.",Architect and Engineer Svcs,RENEWAL THREE,10/1/2015,9/30/2016,91,925000,276570.93,"Parsons Brinckerhoff, Inc.",1,ADVERTISED,For Profit,
MPXX16000151,MPXX16000151,COMMERCE,People's Emergency Center,Miscellaneous Order,Night Market,7/24/2015,6/30/2016,0,10000,10000,People's Emergency Center,102,EXEMPT,Non Profit,
MPXX16000155,MPXX16000155,COMMERCE,Phila Chinatown Dev Corp,Miscellaneous Order,Night Market,7/24/2015,6/30/2016,0,10000,10000,Phila Chinatown Dev Corp,102,EXEMPT,Non Profit,
1520582,1520582,COMMERCE,Phila. Authority for Industrial Development,General Consultant Services,Love Park Proceeds,6/1/2015,5/31/2016,0,5100000,5100000,Phila. Authority for Industrial Development,8,EXEMPT,Non Profit,
1620181,1620181,COMMERCE,Phila. Authority for Industrial Development,General Consultant Services,Economic Stimulus,7/1/2015,6/30/2016,0,4261448,3619448,Phila. Authority for Industrial Development,8,EXEMPT,Non Profit,
1620347,1620347,COMMERCE,Phila. Authority for Industrial Development,General Consultant Services,52nd Street/Centenial,12/16/2015,12/15/2016,167,300000,300000,Phila. Authority for Industrial Development,8,EXEMPT,Non Profit,
MPXX16000021,MPXX16000021,COMMERCE,"Philadelphia Animal Hospital, P.C.",Miscellaneous Order,VETERINARIAN SERVICES,7/1/2015,6/30/2016,0,30000,29724,"Philadelphia Animal Hospital, P.C.",102,EXEMPT,For Profit,
1220627,122062703,COMMERCE,Philadelphia Industrial Development Corporation,Housing & Economic Development,HUD 108 Loan Pool 9,5/1/2015,4/30/2016,0,0,0,Philadelphia Industrial Development Corporation,8,EXEMPT,Non Profit,
1220627,122062704,COMMERCE,Philadelphia Industrial Development Corporation,Housing & Economic Development,Loan Pool 9,5/1/2016,4/30/2017,303,0,0,Philadelphia Industrial Development Corporation,8,EXEMPT,Non Profit,
1420449,142044902,COMMERCE,Philadelphia Industrial Development Corporation,General Consultant Services,Lower Schuylkill,12/1/2015,11/30/2016,152,0,0,Philadelphia Industrial Development Corporation,8,EXEMPT,Non Profit,
1420458,142045802,COMMERCE,Philadelphia Industrial Development Corporation,General Consultant Services,PIDC Land Bank,7/1/2015,6/30/2016,0,0,0,Philadelphia Industrial Development Corporation,8,EXEMPT,Non Profit,
1520045,152004501,COMMERCE,Philadelphia Industrial Development Corporation,General Consultant Services,Micro loan Fund,7/1/2015,6/30/2016,0,0,0,Philadelphia Industrial Development Corporation,8,EXEMPT,Non Profit,
1520266,152026601,COMMERCE,Philadelphia Industrial Development Corporation,Housing & Economic Development,Storefront Improvement,7/1/2015,6/30/2016,0,0,85000,Philadelphia Industrial Development Corporation,8,EXEMPT,Non Profit,
MPXX16000011,MPXX16000011,COMMERCE,Philadelphia Youth Network,Miscellaneous Order,SUMMER INTERNSHIP FY 16,7/1/2015,6/30/2016,0,15000,10200,Philadelphia Youth Network,102,EXEMPT,Non Profit,
1420420,142042002,COMMERCE,"Portfolio Associates, Inc.",General Consultant Services,RENEWAL TWO,1/1/2016,12/31/2016,183,10000,0,"Portfolio Associates, Inc.",1,ADVERTISED,For Profit,
MPXX16000062,MPXX16000062,COMMERCE,"Professional Health Services, Inc",Miscellaneous Order,EMPLOYEE MED. TESTING SVC,7/1/2015,6/30/2016,0,25000,7000,"Professional Health Services, Inc",102,EXEMPT,For Profit,
MPXX16000066,MPXX16000066,COMMERCE,"Protocol Partners-Washington Center for Protocol, Inc.",Miscellaneous Order,INT'L ETIQUETTE TRAINING,7/1/2015,6/30/2016,0,0,0,"Protocol Partners-Washington Center for Protocol, Inc.",102,EXEMPT,For Profit,
MPXX16000326,MPXX16000326,COMMERCE,"Protocol Partners-Washington Center for Protocol, Inc.",Miscellaneous Order,Int'l Etiquette Training,7/1/2015,6/30/2016,0,32000,0,"Protocol Partners-Washington Center for Protocol, Inc.",102,EXEMPT,For Profit,
1620398,1620398,COMMERCE,Redevelopment Authority of the City of Philadelphia,General Consultant Services,Delaware Trail Land Acq,1/1/2016,12/31/2016,183,853860,853860,Redevelopment Authority of the City of Philadelphia,8,EXEMPT,Non Profit,
1520053,152005301,COMMERCE,SCORE Philadelphia,Housing & Economic Development,BTAP,7/1/2015,6/30/2016,0,75000,44224,SCORE Philadelphia,1,ADVERTISED,Non Profit,
1620373,1620373,COMMERCE,"STV Architects, Inc.",Architect and Engineer Svcs,ON-CALL ARCHITECTURAL SVC,3/1/2016,2/28/2017,242,300000,0,"STV Architects, Inc.",1,ADVERTISED,For Profit,
1620378,1620378,COMMERCE,Schuylkill River Development Corporation,General Consultant Services,Schuylkill Trail,1/19/2016,1/18/2017,201,3450000,0,Schuylkill River Development Corporation,1,ADVERTISED,Non Profit,
MPXX16000080,MPXX16000080,COMMERCE,"Shapiro Commuications, LLC",Miscellaneous Order,CUSTOMER SERVICE TRAINING,7/8/2015,6/30/2016,0,32000,32000,"Shapiro Commuications, LLC",102,EXEMPT,For Profit,
1520489,152048901,COMMERCE,South Street Headhouse District,General Consultant Services,Headhouse Plaza project,1/1/2016,12/31/2016,183,0,0,South Street Headhouse District,8,EXEMPT,Non Profit,
MPXX16000158,MPXX16000158,COMMERCE,South Street Headhouse District,Miscellaneous Order,Night Market,7/24/2015,6/30/2016,0,10000,10000,South Street Headhouse District,102,EXEMPT,Non Profit,
1520043,152004301,COMMERCE,Southwest Community Development Corporation,Housing & Economic Development,Time and cost extension,7/1/2015,6/30/2016,0,75000,39390.8,Southwest Community Development Corporation,1,ADVERTISED,Non Profit,
1520369,152036901,COMMERCE,Southwest Community Development Corporation,Housing & Economic Development,Time and cost extension,7/1/2015,6/30/2016,0,35000,33891.81,Southwest Community Development Corporation,1,ADVERTISED,Non Profit,
MPXX16000344,MPXX16000344,COMMERCE,"Strategy Solutions, Inc.",Miscellaneous Order,ORGANIZATIONAL STRUCTURE,3/4/2016,6/30/2016,0,32000,30430.7,"Strategy Solutions, Inc.",102,EXEMPT,For Profit,
1620146,1620146,COMMERCE,T.Y. Lin International,Architect and Engineer Svcs,STAGE 1 AIRFIELD PROJ -CM,8/17/2015,7/31/2019,1125,8052095.15,1061107.39,T.Y. Lin International,1,ADVERTISED,For Profit,
1520038,152003801,COMMERCE,Tacony Community Development Corporation,Housing & Economic Development,Time and cost extension,7/1/2015,6/30/2016,0,37500,17027.5,Tacony Community Development Corporation,1,ADVERTISED,Non Profit,
1620006,1620006,COMMERCE,"Talson Solutions, LLC",General Consultant Services,DiversityDataMonitoring,7/1/2015,6/30/2018,729,293000,0,"Talson Solutions, LLC",1,ADVERTISED,For Profit,
MPXX16000267,MPXX16000267,COMMERCE,Temple University,Miscellaneous Order,Corridor Study,8/15/2015,6/30/2016,0,20000,20000,Temple University,102,EXEMPT,Non Profit,
1520024,152002401,COMMERCE,The Business Center for Entrepreneurship & Social Enterprise,Housing & Economic Development,BTAP,7/1/2015,6/30/2016,0,50000,2821.63,The Business Center for Entrepreneurship & Social Enterprise,1,ADVERTISED,Non Profit,
1520022,152002201,COMMERCE,The Enterprise Center,Housing & Economic Development,BTAP,7/1/2015,6/30/2016,0,125000,87772.86,The Enterprise Center,1,ADVERTISED,Non Profit,
1520035,152003501,COMMERCE,The Enterprise Center Community Development Corporation,Housing & Economic Development,Street Cleaning,7/1/2015,6/30/2016,0,50000,30417.98,The Enterprise Center Community Development Corporation,1,ADVERTISED,Non Profit,
1520036,152003601,COMMERCE,The Enterprise Center Community Development Corporation,Housing & Economic Development,TCMP,7/1/2015,6/30/2016,0,75000,41490.58,The Enterprise Center Community Development Corporation,1,ADVERTISED,Non Profit,
MPXX16000157,MPXX16000157,COMMERCE,The Food Trust,Miscellaneous Order,Night Market,7/24/2015,6/30/2016,0,10000,10000,The Food Trust,102,EXEMPT,Non Profit,
MPXX16000183,MPXX16000183,COMMERCE,The Nyman  Group,Miscellaneous Order,Leadership Development,7/1/2015,6/30/2016,0,32000,23197.11,The Nyman  Group,102,EXEMPT,For Profit,
1620338,1620338,COMMERCE,TranSystems Corporation,Architect and Engineer Svcs,ON CALL ARCHITECTURAL SVC,1/1/2016,12/31/2016,183,300000,50023.8,TranSystems Corporation,1,ADVERTISED,For Profit,
MPXX16000041,MPXX16000041,COMMERCE,"University of Pennsylvania, Trustees of the",Miscellaneous Order,EMPLOYEE ASSISTANCE/DEV.,7/1/2015,6/30/2016,0,25000,16670,"University of Pennsylvania, Trustees of the",102,EXEMPT,Non Profit,
1520019,152001901,COMMERCE,Urban Affairs Coalition,Housing & Economic Development,BTAP,7/1/2015,6/30/2016,0,125000,97405.33,Urban Affairs Coalition,1,ADVERTISED,Non Profit,
1320223,132022303,COMMERCE,"Urban Engineers, Inc.",Architect and Engineer Svcs,RENEWAL THREE - TIME ONLY,7/1/2015,6/30/2016,0,0,116934.68,"Urban Engineers, Inc.",1,ADVERTISED,For Profit,
1420468,142046804,COMMERCE,"Urban Engineers, Inc.",Architect and Engineer Svcs,AMENDMENT FOUR-ADD'L FUND,6/30/2014,12/31/2018,913,6387930.45,5670934.69,"Urban Engineers, Inc.",1,ADVERTISED,For Profit,
320500,32050013,COMMERCE,Vanasse Hangen Brustlin (VHB),General Consultant Services,AMENDMENT 13,7/1/2015,6/30/2016,0,0,0,Vanasse Hangen Brustlin (VHB),,Prior to 2-1-2006,For Profit,
1420564,142056401,COMMERCE,WES Corporation,Housing & Economic Development,Amendment,6/1/2015,5/31/2016,0,200000,136640.91,WES Corporation,1,ADVERTISED,Non Profit,
1520020,152002001,COMMERCE,Welcoming Center for New Pennsylvanians,Housing & Economic Development,BTAP,7/1/2015,6/30/2016,0,150000,123993.34,Welcoming Center for New Pennsylvanians,1,ADVERTISED,Non Profit,
1420315,142031502,COMMERCE,"Weston Solutions, Inc",Architect and Engineer Svcs,RENEWAL TWO,10/1/2015,9/30/2016,91,400000,181531.93,"Weston Solutions, Inc",1,ADVERTISED,For Profit,
MPXX16000168,MPXX16000168,COMMERCE,WithumSmith+Brown,Miscellaneous Order,Audit Services,8/1/2015,6/30/2016,0,16636,16636,WithumSmith+Brown,1,ADVERTISED,For Profit,
1520021,152002101,COMMERCE,Women's Opportunities Resource Center,Housing & Economic Development,BTAP,7/1/2015,6/30/2016,0,75000,33070.68,Women's Opportunities Resource Center,1,ADVERTISED,Non Profit,
1620140,1620140,COMMERCE,Won Kyoung Lee,Performing Artists-Public Art,ART COMPETITION PHL RR,7/1/2015,6/30/2016,0,25000,10000,Won Kyoung Lee,1,ADVERTISED,For Profit,
MPXX16000028,MPXX16000028,COMMERCE,"iQ media Group, LLC",Miscellaneous Order,RADIO & TV BROADCAST SVC.,7/1/2015,6/30/2016,0,15000,12914,"iQ media Group, LLC",102,EXEMPT,For Profit,
MPXX16000274,MPXX16000274,DIVISION OF TECHNOLOGY,"Accela, Inc.",Miscellaneous Order,Philly 311 Mobile App,7/1/2015,6/30/2016,0,22500,22500,"Accela, Inc.",102,EXEMPT,For Profit,
1320696,132069603,DIVISION OF TECHNOLOGY,Acclaim Systems Inc.,Computer and Information Svcs,Lobbying Software,1/1/2016,3/31/2017,273,58174.95,0,Acclaim Systems Inc.,1,ADVERTISED,For Profit,
1420301,142030102,DIVISION OF TECHNOLOGY,Advanced Technology Solutions Inc. d/b/a geographIT,Computer and Information Svcs,GIS Related Support,7/1/2015,9/22/2016,83,85000,38001.25,Advanced Technology Solutions Inc. d/b/a geographIT,1,ADVERTISED,For Profit,
1620304,1620304,DIVISION OF TECHNOLOGY,Advanced Technology Solutions Inc. d/b/a geographIT,Computer and Information Svcs,Centerline System Upgrade,2/22/2016,2/21/2017,235,103825,0,Advanced Technology Solutions Inc. d/b/a geographIT,1,ADVERTISED,For Profit,
MPXX16000259,MPXX16000259,DIVISION OF TECHNOLOGY,Advanced Technology Solutions Inc. d/b/a geographIT,Miscellaneous Order,EOC Data Manager Support,11/3/2015,6/30/2016,0,26500,0,Advanced Technology Solutions Inc. d/b/a geographIT,102,EXEMPT,For Profit,
1520524,152052401,DIVISION OF TECHNOLOGY,"AskReply, Inc. dba B2Gnow",Computer and Information Svcs,OEO CCRS Support/Maintena,6/30/2015,6/29/2016,0,91900,91900,"AskReply, Inc. dba B2Gnow",1,ADVERTISED,For Profit,
1320143,132014304,DIVISION OF TECHNOLOGY,"Azavea, Inc",Computer and Information Svcs,Stormwater Billing,7/1/2015,6/30/2016,0,899891,379533.06,"Azavea, Inc",1,ADVERTISED,For Profit,
1620029,1620029,DIVISION OF TECHNOLOGY,"Azavea, Inc",Computer and Information Svcs,ULRS & Geospatial Support,7/1/2015,6/30/2016,0,75000,36333.06,"Azavea, Inc",1,ADVERTISED,For Profit,
1520556,1520556,DIVISION OF TECHNOLOGY,Blue Heron Consulting,Computer and Information Svcs,basis2 Production Support,6/1/2015,5/31/2016,0,508000,469420,Blue Heron Consulting,1,ADVERTISED,For Profit,
1520556,152055601,DIVISION OF TECHNOLOGY,Blue Heron Consulting,Computer and Information Svcs,basis2 Production Support,6/1/2016,5/31/2017,334,508000,0,Blue Heron Consulting,1,ADVERTISED,For Profit,
MPXX16000170,MPXX16000170,DIVISION OF TECHNOLOGY,Bogom Computer Solutions,Miscellaneous Order,Lotus Notes Support,7/1/2015,6/30/2016,0,3000,1237.5,Bogom Computer Solutions,102,EXEMPT,For Profit,
1320732,132073204,DIVISION OF TECHNOLOGY,"CBG Communications, Inc.",General Consultant Services,Cable TV Consulting,2/29/2016,2/28/2017,242,258142.91,0,"CBG Communications, Inc.",1,ADVERTISED,For Profit,
1120569,112056907,DIVISION OF TECHNOLOGY,CDI IT Solutions,Computer and Information Svcs,Staff Augmentation,11/30/2015,5/29/2016,0,0,50204,CDI IT Solutions,1,ADVERTISED,For Profit,
1520397,1520397,DIVISION OF TECHNOLOGY,CIPPlanner Corporation,Computer and Information Svcs,Enterprise Project Mgmt,5/1/2015,4/30/2016,0,1324340,420188.73,CIPPlanner Corporation,1,ADVERTISED,For Profit,
1520397,152039701,DIVISION OF TECHNOLOGY,CIPPlanner Corporation,Computer and Information Svcs,Enterprise Project Mgmt,5/1/2016,4/30/2017,303,0,77750.56,CIPPlanner Corporation,1,ADVERTISED,For Profit,
1420233,142023302,DIVISION OF TECHNOLOGY,Cellco Partnership d/b/a Verizon Wireless,Computer and Information Svcs,Public Safety Mobile Svcs,9/1/2015,8/31/2016,61,2400000,153506.54,Cellco Partnership d/b/a Verizon Wireless,1,ADVERTISED,For Profit,
MPXX16000255,MPXX16000255,DIVISION OF TECHNOLOGY,Christopher Kent Vendrick,Miscellaneous Order,Video Illustration Supprt,10/29/2015,6/30/2016,0,2400,2400,Christopher Kent Vendrick,102,EXEMPT,For Profit,
