Bid_Number,Contract_Number,Contract_Description,Start_Date,End_Date,Contract_Type,Vendor_Name,Department_Name,Contract_Amount,Total_Contract_Months,Total_Transactions
S2YN2740,120335,INFLATABLE BOATS AND OUTBOARD MOTORS,20120501,20160430,SSE,CAPE MARINE INC,SS&E,186992,36,
S4DB6950,140298,Landscape Planting & Maintenance Services,20140601,20160531,SSE,ALL SEASONS LANDSCAPING CO INC,SS&E,49538,36,
S3YL4620,130401,Envirox H2 Orange2 Concentrate 117,20130601,20160531,SSE,AMERISAN LLC,SS&E,246769,36,"$38,100.00"
S4YC4900,140031,Traffic Signal Hardware,20130601,20160531,SSE,FLEMINGTON ALUMINUM & BRASS INC,SS&E,320805.36,36,"$32,211.25"
S2VZ3960,120321,"FIBERGLASS DOORS, FRAMES, ACCESSORIES AND HARDWARE, AND INSTALLATION SERVICE,",20120601,20160531,SSE,JAMES DOORCHECK INC,SS&E,1009754,36,"$109,759.50"
S2XY837S,120338,Hurst Jaws of Life Rescue Equipment,20120601,20160531,SSE,MUNICIPAL EMERGENCY SERVICES INC,SS&E,609490,36,
S4HM8180,140003,Parts & Labor for Card Access Systems,20130701,20160630,SSE,AUDIO VIDEO REPAIR INC,SS&E,150000,36,$199.00
S3XY8380,130105,Structural Fire Fighters Protective Gloves,20120901,20160630,SSE,911 SAFETY EQUIPMENT LLC,SS&E,230014,36,"$33,374.91"
S2WJ7850,120285,PC Leasing (Computer Equipment),20120201,20160630,SSE,POMEROY IT SOLUTIONS SALES CO INC,SS&E,263935.18,,
UTILITY,990731,03/96-F INTSL VIEW/CALL SY-RQXX97002606,19990701,20160630,SSE,PECO ENERGY CO,SS&E,867866082,96,"$7,053,260.48"
S1QO371S,912797,CONCOURSE ELECTRIC SERVICE,19900701,20160630,SSE,SOUTHEASTERN PA TRANSPORTATION AUTHORITY,SS&E,69250677.1,12,"$132,596.37"
6959EL,D34091,JACK COHEN & COMPANY INCORPORATED Bid# 6959EL,20140523,,PW,JACK COHEN & COMPANY INCORPORATED,COMMERCE,"$200,000.00",,172798.5
4097ELEC,A34040,FIDELITY BURGLAR & FIRE ALARM CO INC Bid# 4097ELEC,20140428,,PW,FIDELITY BURGLAR & FIRE ALARM CO INC,RECREATION,"$32,426.00",,46328.45
4882ASBT,P34120,ASSOCIATED SPECIALTY CONTRACTING Bid# 4882ASBT,20140422,,PW,ASSOCIATED SPECIALTY CONTRACTING,PUBLIC PROPERTY,"$25,000.00",,353228.9
3748ECMS,144080,North Delaware Avenue Extension (MPMS #46956)  (Federally Funded),20140404,,PW,BUCKLEY & COMPANY INCORPORATED,STREETS,"$10,292,336.96",,647271
4377ELEC,B44066,HYDE ELECTRIC CORPORATION Bid# 4377ELEC,20140404,,PW,HYDE ELECTRIC CORPORATION,RECREATION,"$68,134.69",,60847.03
6959ELB,C34091,JACK COHEN & COMPANY INCORPORATED Bid# 6959ELB,20140328,,PW,JACK COHEN & COMPANY INCORPORATED,COMMERCE,"$400,000.00",,574773.06
4821MECH,G34022,GENERAL ASPHALT PAVING CO OF PHILADELPHI Bid# 4821MECH,20140325,,PW,GENERAL ASPHALT PAVING CO OF PHILADELPHI,RECREATION,"$25,596.54",,15604.81
4065ELB,144100,Bay Window Replacement at Woodstock Women's Shelter (Emergency Letter Bid),20140317,,PW,MURPHY QUIGLEY COMPANY,OFFICE OF SUPPORTIVE HOUSING,"$875,160.00",,25617.6
2707ELB,144102,"""Sewer Reconstruction and Water Main Relay in """"G"""" Street from Allegheny Ave to Ontario St. (Emergency Letter Bid)""",20140317,,PW,CARUSONE CONSTRUCTION INC,WATER,"$1,306,200.00",,93423.83
4064GCON,W34082,"PANNULLA CONSTRUCTION CO., INC. Bid# 4064GCON",20140317,,PW,"PANNULLA CONSTRUCTION CO., INC.",RECREATION,"$103,909.21",,239105.16
4244ELEC,144077,Furnish & Install Security Cameras @ Various Rec Centers (Group 2) Phila PA,20140314,,PW,FIDELITY BURGLAR & FIRE ALARM CO INC,RECREATION,"$329,793.75",,114060.35
2511,144091,"Relay of Water Mains in Various Locations,",20140224,,PW,SERAVALLI INCORPORATED,WATER,"$1,491,950.00",,1283370.34
2594,144093,"Construction of Green Infrastructure in Various Locations,",20140224,,PW,SERAVALLI INCORPORATED,WATER,"$2,360,400.00",,294663.6
6944,A34052,A P CONSTRUCTION COMPANY Bid# 6944,20140212,,PW,A P CONSTRUCTION COMPANY,COMMERCE,"$4,990,555.98",,381181.8
4545GCON,144053,Electrical Closet Upgrade @ City Hall,20140211,,PW,MURPHY QUIGLEY COMPANY,PUBLIC PROPERTY,"$1,114,860.00",,24799.5
6963,A44025,EDWARD J MELONEY INCORPORATED Bid# 6963,20140117,,PW,EDWARD J MELONEY INCORPORATED,COMMERCE,"$2,575,100.00",,1946500.51
4799GCON,A44032,MURPHY QUIGLEY COMPANY Bid# 4799GCON,20140117,,PW,MURPHY QUIGLEY COMPANY,FIRE,"$9,039.42",,120939.77
2022,144083,"Clear Well Basin Replacement Site Preparation at Baxter WTP, Phila PA",20140116,,PW,A P CONSTRUCTION COMPANY,WATER,"$5,582,850.00",,2236860
4387ELB,144070,Gymnasium Roof and Floor Replacement (Emergency Letter Bid),20140110,,PW,MUNN ROOFING CORP,RECREATION,"$414,000.00",,288900
3745,B34064,ZONE STRIPING INC Bid# 3745,20140110,,PW,ZONE STRIPING INC,STREETS,"$165,000.00",,78004.68
4882,I34120,ASSOCIATED SPECIALTY CONTRACTING Bid# 4882,20140110,,PW,ASSOCIATED SPECIALTY CONTRACTING,PUBLIC PROPERTY,"$25,000.00",,25000
4306ELEC,B24151,CARR & DUFF INCORPORATED Bid# 4306ELEC,20131226,,PW,CARR & DUFF INCORPORATED,RECREATION,"$11,156.80",,102830.8
3682ECMS,C04080,C. ABBONIZIO CONTRUCTION INCORPORATED Bid# 3682ECMS,20131216,,PW,C. ABBONIZIO CONTRUCTION INCORPORATED,STREETS,"$506,000.00",,564480.71
4425GCON,GG4043,ASSOCIATED SPECIALTY CONTRACTING Bid# 4425GCON,20131216,,PW,ASSOCIATED SPECIALTY CONTRACTING,FIRE,"$9,354.72",,13801.92
2333,144039,"Reconstruct of Sewers & Relay of Water Mains at Various, Phila PA",20131212,,PW,"PHILIP PIO CONSTRUCTION, INC.",WATER,"$1,097,340.00",,910924.14
2869,144054,"Process Air Valve System Improve (ELEC) @ NorthEast Water Plant, Phila PA",20131211,,PW,MULHERN ELECTRIC COMPANY,WATER,"$180,320.00",,6254.54
2560,144060,"Relay of Water Mains in Various Locations,",20131211,,PW,NELLO CONSTRUCTION COMPANY INCORPORATED,WATER,"$1,006,890.00",,554647.95
2012,144040,"Butterfly Valve Replace&Structural Modifications@Torresdale Pumping St., Phila PA",20131203,,PW,C & H INDUSTRIAL SERVICES INC,WATER,"$2,384,400.00",,154224
2868,144061,Process Air Valve System Improve (MECH) @ NorthEast Water Plant,20131203,,PW,FIVE STAR INC,WATER,"$832,700.00",,7494.3
2021,144048,"New Ferric Chloride Store Tanks @ Baxter Water Plant, Phila PA",20131127,,PW,STONE HILL CONTRACTING CO INC,WATER,"$3,915,000.00",,185994.71
3765ECMS,144044,"Avenue of the Arts, North Broad St, Phila, PA  ADA Ramps",20131126,,PW,TONY DEPAUL AND SON,STREETS,"$8,678,983.00",,125377.66
3761ECMS,144045,Bustleton Ave South (TIGER) Design activities limited to ADA ramps (95452),20131126,,PW,WAMPOLE MILLER INC,WATER,"$6,325,649.37",,334406.64
2588,144057,Water Main Relay in Holme Ave,20131126,,PW,SERAVALLI INCORPORATED,WATER,"$849,200.00",,318320.56
2020,144062,"Replace of Channel Aeration Sys @ SouthWest Plant, 8200 Enterprise Ave,",20131126,,PW,SPECTRASERV INCORPORATED,WATER,"$2,086,350.00",,46225.71
6966ELB,144041,"Sheathing & Fire Stopping Repairs at the D-E Connector Building, Philadelphia International Airport, Emergency Letter Bid",20131113,,PW,MASON BUILDING GROUP INC,COMMERCE,"$4,373,325.00",,296218.35
4799PLUM,144018,"Structural Renovations at Engine 16, 51, 62 and 70. Phila, PA",20131101,,PW,DOMENIC DIDONATO PLUMBING & HEATING INC,FIRE,"$59,160.00",,13602.45
6948,144016,"Extension of Taxiway K @ Phila Intern'l Airport, Phila PA (Fed Funded)",20131025,,PW,JAMES J ANDERSON CONSTRUCTION CO INC,COMMERCE,"$4,326,647.00",,1236847.68
2582,144034,Reconstruct of Sewers & Relay of Water Mains in Walnut Park Drive From Claremont Road to Fariston Drive. Phila. PA,20131016,,PW,J P C GROUP INC,WATER,"$676,500.00",,178449.64
2501,144038,"Relay of Water Mains at Various Locations, Phila PA",20131015,,PW,"PHILIP PIO CONSTRUCTION, INC.",WATER,"$1,365,000.00",,111375.92
6950ELB,B24104,BITTENBENDER CONSTRUCTION CO Bid# 6950ELB,20131007,,PW,BITTENBENDER CONSTRUCTION CO,COMMERCE,"$350,000.00",,172854.18
3760ECMS,134136,"Bustleton Avenue North Signals, Phila P A (Federal Funded)",20131003,,PW,SERAVALLI INCORPORATED,STREETS,"$6,441,256.00",,1101678.09
6957,B34135,MCMULLEN ROOFING INC Bid# 6957,20131002,,PW,MCMULLEN ROOFING INC,COMMERCE,"$262,829.60",,48523.18
6943,B24158,JOHN J. DOUGHERTY & SON INCORPORATED Bid# 6943,20131001,,PW,JOHN J. DOUGHERTY & SON INCORPORATED,COMMERCE,"$2,500,000.00",,351723.07
4447ELBR,A24163,MCMULLEN ROOFING INC Bid# 4447ELBR,20130930,,PW,MCMULLEN ROOFING INC,FREE LIBRARY,"$6,059.72",,516.78
3699ECMS,B14092,MECO CONSTRUCTION INC Bid# 3699ECMS,20130930,,PW,MECO CONSTRUCTION INC,STREETS,"$588,042.99",,317146.14
6958,144030,"On Call Pavement Repair Contract @ the Philadelphia International Airport, (Partial Certification) Phila PA",20130926,,PW,GROUND PENETRATION & RESTORATION INC,COMMERCE,"$1,000,000.00",,4559.81
4268GC,Q24118,BUILDING RESTORATION INC Bid# 4268GC,20130926,,PW,BUILDING RESTORATION INC,RECREATION,"$66,204.91",,
3735,144024,Upgrade ADA Ramps and Related Work Citywide. Phila. PA,20130920,,PW,JAMES J ANDERSON CONSTRUCTION CO INC,STREETS,"$15,346,808.00",,4399803.7
6961,144026,"Slab Buckling/Rehabilitation Terminals B & D and Load Bearing Masonry Walls at Concourse D @ Phila International Airport, Phila. PA",20130918,,PW,A P CONSTRUCTION COMPANY,COMMERCE,"$403,920.00",,211304.76
4080ELEC,M24018,MULHERN ELECTRIC COMPANY Bid# 4080ELEC,20130916,,PW,MULHERN ELECTRIC COMPANY,MANAGING DIRECTOR,"$30,620.63",,25233.57
6907,B14006,DANIEL J KEATING COMPANY Bid# 6907,20130909,,PW,DANIEL J KEATING COMPANY,COMMERCE,"$600,000.00",,85549.55
4255ELEC,C24150,FIDELITY BURGLAR & FIRE ALARM CO INC Bid# 4255ELEC,20130909,,PW,FIDELITY BURGLAR & FIRE ALARM CO INC,RECREATION,"$79,886.50",,23367.98
6964,144020,"GCON Work Associated with Signage Upgrade to Modernize & Standardize Wayfinding & Info Signs, Phila PA",20130904,,PW,ROCKPORT CONSTRUCTION COMPANY INC,COMMERCE,"$3,051,070.00",,217447.06
4218GC,134088,"Heating System Replacement, Units F&G, Phila Detention Ctr. Phila PA (Partial Certification)",20130807,,PW,MILESTONE CONSTRUCTION MANAGEMENT INC,PRISONS,"$392,700.00",,
2399,134130,"Reconstruction of Sewer in Susquehanna Ave, 15th St & Boston Street. Relay of Water Main in Diamond St &  Carlisle St. Phila. PA",20130807,,PW,PETRONGOLO CONTRACTORS INCORPORATED,WATER,"$3,105,040.00",,853638.72
2545,134134,Reconstruction of Sewer/Relay of Water Main and/or Trenchless Sewer Rehabilitation Lining of Sewer at Various Locations. Phila. PA,20130807,,PW,"PHILIP PIO CONSTRUCTION, INC.",WATER,"$1,844,840.00",,281424.58
3751,A34112,BUCKLEY & COMPANY INCORPORATED Bid# 3751,20130806,,PW,BUCKLEY & COMPANY INCORPORATED,STREETS,"$323,977.00",,28381
4218MECH,134087,"Heating System Replacement, Units F&G, Phila Detention Ctr., Phila PA (Partial Certification)",20130726,,PW,SURETY MECHANICAL SERVICES,PRISONS,"$1,890,366.00",,525262.5
2014,134128,"Rehab Raw Water Basin Dividing Dike and Pier 264 North @ Baxter Water Treatment Plant, Phila PA",20130726,,PW,A P CONSTRUCTION INCORPORATION,WATER,"$4,536,700.00",,512604
2391,134125,"Lining of the Tacony Creek Intercepting Sewer with Resin Impregnated Liner, Phase II in Drainage R/W, Phila PA",20130723,,PW,SPINIELLO COMPANIES,WATER,"$2,564,420.00",,1844694.62
4972GCON,D24108,DONATO SPAVENTA & SONS INCORPORATED Bid# 4972GCON,20130723,,PW,DONATO SPAVENTA & SONS INCORPORATED,RECREATION,"$8,658.95",,137607.69
2816,134113,New Polyurethane/Silicone Roofing System at Admin/Maintenance Blding at SouthEast  WPCP (25 E. Pattison Ave),20130719,,PW,WEST ROOFING SYSTEMS INC,WATER,"$473,000.00",,362491.5
2015,134122,"5KV Switchgear Replace and Backup Generator @ Fox Chase Booster  Plumping Station 400 Lardner St, (Larder/Oakley) Phila. PA",20130719,,PW,PHILIPS BROTHERS ELECTRICAL CONTRACTORS,WATER,"$1,279,425.00",,295046.55
2011,134123,"New Pervious  Paving  For Parking Lot at SouthWest Treatment Plant, Phila PA (Federally Funded)",20130719,,PW,TONY DEPAUL AND SON,WATER,"$788,550.00",,110027
2578,134111,"Green Infrastruct. Projects @ Nebinger School, Phila PA (Fed Funded)",20130717,,PW,PETRONGOLO CONTRACTORS INCORPORATED,WATER,"$308,000.00",,31353.7
2381,134096,"Reconst. of Sewers & Relay of Water Mains at Various Locations, Phila PA",20130626,,PW,RAMOS AND ASSOCIATES INCORPORATED,WATER,"$3,160,530.00",,360461.3
2379,134098,"Reconst. of Sewers & Relay of Water Mains at Various Locations, Phila PA",20130626,,PW,CARUSONE CONSTRUCTION INC,WATER,"$2,614,500.00",,619787.53
2374,134100,Reconstruct Sewers and Relay ‡Water Mains in 22nd St ‡& 27th St (South St to Bainbridge St) and Reconstruct Sewers in Kater St (21st to 22nd and 22nd to Grays Ferry Ave) Phila. PA,20130626,,PW,PETRONGOLO CONTRACTORS INCORPORATED,WATER,"$1,291,600.00",,602972.72
2387,134101,"Water Main Relay in North 32nd St (Spring Garden st to Powelton Ave) & (Powelton Ave to Summer St) Powelton Ave (33rd st to 32nd) & Lancaster Ave to 35th St), Phila. PA",20130626,,PW,PETRONGOLO CONTRACTORS INCORPORATED,WATER,"$869,000.00",,313466.67
2367,134102,"Relay of Water Mains at Various Locations, Phila PA",20130625,,PW,PETRONGOLO CONTRACTORS INCORPORATED,WATER,"$1,048,590.00",,67580.21
6908,C14018,E J ELECTRIC INCORPORATED Bid# 6908,20130624,,PW,E J ELECTRIC INCORPORATED,COMMERCE,"$600,000.00",,1029702.59
3747ECMS,134089,"Stenton & Godfrey Ave Signals, ECMS (Fed Funded)",20130604,,PW,CARUSONE CONSTRUCTION INC,STREETS,"$6,896,000.00",,2296494.66
6960ELB,A34092,EDWARD J MELONEY INCORPORATED Bid# 6960ELB,20130529,,PW,EDWARD J MELONEY INCORPORATED,COMMERCE,"$500,000.00",,95835.03
4178PLUM,B14142,BOFINGER PLUMBING CONTRACTORS LLC Bid# 4178PLUM,20130529,,PW,BOFINGER PLUMBING CONTRACTORS LLC,POLICE,$927.76,,4968.21
2579ELB,134090,CARUSONE CONSTRUCTION INC Bid# 2579ELB,20130424,,PW,CARUSONE CONSTRUCTION INC,WATER,"$1,780,460.00",,105973.45
2380,134078,NELLO CONSTRUCTION COMPANY INCORPORATED Bid# 2380,20130419,,PW,NELLO CONSTRUCTION COMPANY INCORPORATED,WATER,"$1,347,800.00",,62683.89
2340,134081,NELLO CONSTRUCTION COMPANY INCORPORATED Bid# 2340,20130419,,PW,NELLO CONSTRUCTION COMPANY INCORPORATED,WATER,"$1,588,830.00",,256611.8
4022MECH,G24031,HERMAN GOLDNER COMPANY INCORPORATED Bid# 4022MECH,20130322,,PW,HERMAN GOLDNER COMPANY INCORPORATED,PUBLIC PROPERTY,"$52,289.00",,31963.56
3742ECMS,134056,ARMOUR & SONS ELECTRIC INC Bid# 3742ECMS,20130319,,PW,ARMOUR & SONS ELECTRIC INC,STREETS,"$4,174,085.30",,312916.83
4306PLUM,A24142,KASER MECHANICAL Bid# 4306PLUM,20130315,,PW,KASER MECHANICAL,RECREATION,"$29,314.40",,22625.2
2856,134071,HORIZON BROTHERS PAINTING CORP Bid# 2856,20130306,,PW,HORIZON BROTHERS PAINTING CORP,WATER,"$2,920,000.00",,42185.83
2887,134067,ANTHONY BIDDLE CONTRACTORS INC Bid# 2887,20130304,,PW,ANTHONY BIDDLE CONTRACTORS INC,WATER,"$2,602,300.00",,398982.9
4306MECH,124141,"New Building & Site Improvements @ Sturgis Playground  200-220 W. 65th Street, Phila PA (Partial Certification)",20130226,,PW,ALLSTATES MECHANICAL LTD.,RECREATION,"$386,580.00",,19902.5
4306GCON,124143,"Sturgis Playground - New Building and Site Improvements, Phila PA",20130226,,PW,SMITH BUILDERS INC,RECREATION,"$2,371,000.00",,518944.51
4975GCON,134063,"Bldg Renovate at Riverside Corr. Facility, Phila PA",20130219,,PW,SMITH BUILDERS INC,PRISONS,"$864,140.64",,49159.18
4400GCON,134057,"Site Improv. at Mill Creek & West Mill Creek Playgrounds, Phila PA",20130215,,PW,DONATO SPAVENTA & SONS INCORPORATED,RECREATION,"$877,149.00",,8857.7
2004,134068,"Concrete Repairs of Intake Structure & Chemical Blding @ Baxter WTP, 9001 State Rd., Phila PA",20130215,,PW,C & T ASSOCIATES INCORPORATED,WATER,"$5,227,100.00",,585220.34
4207GCON,B24076,MAR ALLEN CONCRETE PRODUCTS INC Bid# 4207GCON,20130212,,PW,MAR ALLEN CONCRETE PRODUCTS INC,DIRECTOR OF FINANCE,"$81,932.46",,5655.9
4059ELEC,A14113,SCHLEIG ELECTRIC INCORPORATED Bid# 4059ELEC,20130129,,PW,SCHLEIG ELECTRIC INCORPORATED,RECREATION,"$8,683.84",,36024.47
6867,B84019,CARR & DUFF INCORPORATED Bid# 6867,20130123,,PW,CARR & DUFF INCORPORATED,COMMERCE,"$850,259.00",,26111.14
2551,134046,"Annual Service Contract for Street Paving/Restore Excavation & Water Main Breaks, Phila PA",20130118,,PW,CARUSONE CONSTRUCTION INC,WATER,"$1,041,950.00",,379246.22
4338ELBG,134072,Emergency Letter Bid,20130116,,PW,DANIEL J KEATING COMPANY,DIRECTOR OF FINANCE,"$1,537,650.00",,90584.4
4085ELBG,AL4132,"PANNULLA CONSTRUCTION CO., INC. Bid# 4085ELBG",20130116,,PW,"PANNULLA CONSTRUCTION CO., INC.",HEALTH,"$36,414.66",,9000
2312R,134041,"Trenchless Sewer Lining Rehabilitation of Sewers @ Various City Locations, Phila. PA",20130111,,PW,ALLSTATE POWER VAC INCORPORATED,WATER,"$1,250,410.00",,375340.28
2392,134043,"Reconstruct Sewer, Relay Water Main, & Sewer Linings in Various City Sts, Phila PA",20130111,,PW,CARUSONE CONSTRUCTION INC,WATER,"$2,911,890.00",,556670.02
4196MECH,134017,"Addition/Renovate Bldg & Site Improve Penrose Playground, 1101 W. Susquehanna Avenue, Phila PA  (Partially State Funded)",20121228,,PW,ALLSTATES MECHANICAL LTD.,RECREATION,"$104,040.00",,4275
4537PLUM,A14049,KASER MECHANICAL Bid# 4537PLUM,20121228,,PW,KASER MECHANICAL,POLICE,"$58,976.40",,9564.52
4537MECH,A14050,GENERAL ASPHALT PAVING CO OF PHILADELPHI Bid# 4537MECH,20121228,,PW,GENERAL ASPHALT PAVING CO OF PHILADELPHI,POLICE,"$16,921.90",,13374.36
3710ECMS,A14029,MECO CONSTRUCTION INC Bid# 3710ECMS,20121227,,PW,MECO CONSTRUCTION INC,STREETS,"$59,073.00",,8146.73
6937,A24017,A P CONSTRUCTION COMPANY Bid# 6937,20121224,,PW,A P CONSTRUCTION COMPANY,COMMERCE,"$10,862,431.00",,566535.45
2537,134044,"Reconstruct Sewer & Relay Water Main in Rittenhouse Street, Phila PA",20121207,,PW,PETRONGOLO CONTRACTORS INCORPORATED,WATER,"$2,583,000.00",,40624.55
2533,134047,"Reconstruct of Sewers & Relay Water Main in Glen St, Reconstruct Sewers in Sussex Ln, Chesterfield St, and Wessex Lane, Phila PA",20121130,,PW,MINISCALCO CONSTRUCTION LLC,WATER,"$1,061,200.00",,335999.73
2506R,134042,"Reconstruction of Sewers, Relay Water Mains, and/or Line Sewer with Resin Impregnated Liner In Various City Sts. Phila. PA",20121129,,PW,PETRONGOLO CONTRACTORS INCORPORATED,WATER,"$2,014,980.00",,111503.92
4522ELEC,124149,"Rehabilitation of City Hall Elevators, Phase 2, Phila PA (Partial Certification)",20121123,,PW,HYDE ELECTRIC CORPORATION,PUBLIC PROPERTY,"$308,590.00",,37205.94
2840,134037,"Improvements to Belmont Raw Water Basin at Belmont WTP, Belmont Ave & Ford Rd, Philadelphia, PA",20121123,,PW,J P C GROUP INC,WATER,"$19,476,000.00",,936091.54
2536,134031,"Green Infrastruct Projects at Various Locations, Phila PA (Fed Funded)",20121109,,PW,MINISCALCO CONSTRUCTION LLC,WATER,"$1,059,450.00",,145749.95
2894,134009,"Replacement of Influent Bar Racks at SEWPCP, 25 Pattison Ave. Phila, PA",20121107,,PW,C & H INDUSTRIAL SERVICES INC,WATER,"$2,095,800.00",,278741.4
6947,134016,"Landscape Irrigation Upgrade (GCON), Philadelphia International Airport, Phila. PA",20121010,,PW,A P CONSTRUCTION COMPANY,COMMERCE,"$1,160,000.00",,22619.24
4522GCON,124110,"Rehabilitation of City Hall Elevators, Phase 2 Phila, PA",20120914,,PW,ANTHONY BIDDLE CONTRACTORS INC,PUBLIC PROPERTY,"$246,960.00",,8658
2353,134005,"Reconstruction of Sewer & Relay of Water Mains in Ditman Street, Phila. PA.",20120914,,PW,"PHILIP PIO CONSTRUCTION, INC.",WATER,"$2,439,270.00",,2077.05
2310,134007,"Reconstruction of Sewer & Relay of Water Mains at Various Locations. Phila, PA",20120914,,PW,CARUSONE CONSTRUCTION INC,WATER,"$1,979,520.00",,504021.44
2814,134011,"Rehab of Receiving Terminal at Biosolids Recycling Ctr., 7800 Penrose Ferry Rd. Phila, PA",20120914,,PW,QUAD CONSTRUCTION CO,WATER,"$2,494,600.00",,206701.1
6942R,124152,TSA CCTV Expand Project Phase III (Elect)   (Federally Funded),20120830,,PW,SCHNEIDER ELECTRIC BUILDINGS INC,COMMERCE,"$2,305,463.36",,384779.42
2351,124137,"Reconstruction of Sewer/Relay Water Main in Greene St and Tulpehocken St, Phila PA",20120808,,PW,MINISCALCO CONSTRUCTION LLC,WATER,"$1,582,600.00",,19970.29
2538ELB,124162,"Reconstruction of Sewers and Relay of Water Mains in Morton Street, (High St to Haines St), Phila PA  Emergency Letter Bid",20120731,,PW,CARUSONE CONSTRUCTION INC,WATER,"$482,100.00",,8832.17
4972MECH,124109,"Pleasant Playground - New Building and Playground Phila, PA (Partial Certification)",20120726,,PW,GENERAL ASPHALT PAVING CO OF PHILADELPHI,RECREATION,"$145,809.00",,13597.57
3737,124135,"Roadway Maintenance Program, 4th & 6th Highway Districts, Phila PA",20120723,,PW,ASPHALT PAVING SYSTEMS INC,STREETS,"$1,451,990.00",,60624.43
4522ELEV,124113,"Rehabilitation of City Hall Elevators, Phase 2, Phila PA (Partial Certification)",20120622,,PW,OTIS ELEVATOR CO,PUBLIC PROPERTY,"$1,625,900.00",,209954.29
2873,124127,"Installation of Isolation Valves and Replacement of the Backwash Valves @ Baxter Water Treat Plant, State Road, Phila PA",20120611,,PW,C & T ASSOCIATES INCORPORATED,WATER,"$3,136,000.00",,783313.34
3722ECMS,124087,"Tidal Schuylkill Greenway Phila, PA",20120508,,PW,"CROSSING CONSTRUCTION COMPANY, INC.",STREETS,"$16,878,040.30",,333972.54
3714RECM,124085,"Germantown Ave Streetscapes, Design activities limited to: ADA Ramps, Phila PA",20120202,,PW,L C COSTA CONTRACTORS,COMMERCE,"$2,403,187.09",,149503.5
2382,124056,"Reconstruct of Sewers & Relay of Water Mains in Wharton, Dover and Pierce Sts, Phila, PA",20111222,,PW,CARUSONE CONSTRUCTION INC,WATER,"$2,459,000.00",,28500
6919,114110,"B/C Connector & C/D Link Roof Replacement @ Phila International Airport, Phila PA",20111220,,PW,USA GENERAL CONTRACTORS CORP,COMMERCE,"$1,295,000.00",,63521.62
6939,124051,Electrical Work for Restroom Renovations in Terminals B & C @ Philadelphia International Airport.  Phila PA,20111206,,PW,MULHERN ELECTRIC COMPANY,COMMERCE,"$455,000.00",,2134.41
2334,124055,"Stormwater Outfall Reconstruction on Unnamed Tributary to Pennypack Creek Phila, PA",20111115,,PW,A P CONSTRUCTION COMPANY,WATER,"$468,600.00",,36273.9
2389,124039,Relay of Water Mains in Drury St (Juniper St to 13th St) 13th St (Chestnut St to Samson St)  and Juniper St (Chestnut St to Drury St) Phila PA,20111012,,PW,MINISCALCO CONSTRUCTION LLC,WATER,"$404,840.00",,120327.83
2876,114137,"Plumbing- Manayunk Sewer Basin Construct & Venice Island Rec Ctr Reconstruct Project Phila, PA",20110727,,PW,FIVE STAR INC,WATER,"$304,700.00",,34086
2877,114138,"HVAC- Manayunk Sewer Basin Construction & Venice Island Rec Ctr Reconst Project Phila, PA",20110727,,PW,FIVE STAR INC,WATER,"$2,095,800.00",,155192.23
2874,114139,"Manayunk Sewer Basin Construction & Venice Island Recreation Center Reconstruction Projects, Phila PA",20110722,,PW,DANIEL J KEATING COMPANY,WATER,"$39,970,400.00",,1575957.06
4537SPKR,114048,"Interior Renovations to the Police Tactical Headquarters, 660 E Erie Ave, Phila PA   (Partial Certification)",20110707,,PW,AFFORDABLE FIRE PROTECTION INC,POLICE,"$286,885.20",,10133.2
